uuid,in_deg_1,out_deg_1,kc_3,w_pr_1,w_spath_top_3_0,w_spath_top_3_1,w_spath_top_3_2,w_spath_top_3_3,w_spath_top_3_4,w_spath_top_min_3
b31dbd2e-4bd1-5daa-83bc-8d0bd84be1ef,1,1,2,0.15,23.0,18.0,15.0,18.0,22.0,15.0
a107cd4f-b032-4fc7-a8f6-a5edc3c2ab2c,1,1,2,0.15,30.0,25.0,24.0,23.0,28.0,23.0
21d1a828-dc91-36fa-1bab-edbef7ba3474,12,12,5,0.857758242863828,13.0,9.0,8.0,9.0,13.0,8.0
55bbd47e-e83e-b0fa-bd02-22ee34a22bfa,5,5,5,0.5562946875,18.0,14.0,12.0,12.0,17.0,12.0
cb99fe64-3e72-f259-451e-b67d49273c11,3,3,5,0.385875,17.0,11.0,11.0,12.0,16.0,11.0
3f6e06e9-09f4-4cab-a60a-f223e5febe0c,8,8,5,0.7275094749609375,19.0,13.0,13.0,13.0,17.0,13.0
78232bcc-ff93-1f7f-54f0-791d7da85839,1,1,2,0.15,19.0,15.0,14.0,16.0,20.0,14.0
0194f219-027b-40b9-18d2-2e6a3df352fe,14,14,5,0.928061231328381,17.0,11.0,10.0,9.0,15.0,9.0
9bffd663-1a34-23f7-d912-56a3f95a28ca,1,1,2,0.15,21.0,16.0,14.0,15.0,19.0,14.0
cd17cd34-ff0e-f58f-3444-43247ed37a78,1,1,2,0.15,19.0,15.0,12.0,15.0,15.0,12.0
f9209013-ea58-77f3-5bee-1747e0b3ee53,23,23,5,0.9869082416349974,19.0,12.0,11.0,12.0,16.0,11.0
e95b4bcc-95c7-40e6-d020-a1d981311971,24,24,5,0.9797672825268142,18.0,10.0,13.0,14.0,17.0,10.0
80e100d1-02c7-ac06-af83-8a5696585de1,5,5,5,0.5562946875,17.0,10.0,10.0,10.0,15.0,10.0
41e06ff5-228e-7753-304a-fa0827c99d95,1,1,2,0.15,22.0,15.0,16.0,15.0,20.0,15.0
f89ee748-05f1-dc5d-d164-a34f5ef78087,1,1,2,0.15,18.0,13.0,14.0,14.0,19.0,13.0
5330061d-6bfb-469d-b25d-ae117518db8c,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
cef320e5-e192-a148-0874-dfab596f457f,17,17,5,0.9368865766993456,16.0,12.0,10.0,10.0,10.0,10.0
a6cac8b9-7532-ae90-21ae-98ec5e229efd,109,109,5,1.0000000314046962,18.0,14.0,13.0,14.0,17.0,13.0
664574a8-6074-b17b-b832-4f1970dbd575,1,1,2,0.15,25.0,20.0,19.0,16.0,23.0,16.0
1b20fa69-67ad-1136-575c-6cb7e3157ac5,1,1,2,0.15,18.0,12.0,13.0,12.0,18.0,12.0
