uuid,in_deg_1,out_deg_1,kc_3,w_pr_1,w_spath_top_3_0,w_spath_top_3_1,w_spath_top_3_2,w_spath_top_3_3,w_spath_top_3_4,w_spath_top_min_3
7fabbf5a-3e63-4195-ae4e-f4260a6b256a,1,1,2,0.15,23.0,16.0,15.0,17.0,21.0,15.0
21d1a828-dc91-36fa-1bab-edbef7ba3474,12,12,5,0.857758242863828,13.0,9.0,8.0,9.0,13.0,8.0
a3d2a557-86d5-2e93-b576-868889b8846b,4,4,4,0.47799375,23.0,18.0,17.0,18.0,22.0,17.0
4bcaef7e-b13c-bb39-46ae-0731d335a27b,3,3,5,0.385875,17.0,12.0,11.0,9.0,16.0,9.0
335befec-6632-0b09-2ee6-fa356010fd01,22,22,5,0.9719962387914384,18.0,13.0,14.0,14.0,16.0,13.0
b76d86ac-d35b-f971-86ce-8c8651914dac,1,1,2,0.15,19.0,15.0,15.0,14.0,19.0,14.0
881a10a9-4d5f-be59-9fd6-4c5e44434e17,40,40,5,0.9984976987501086,16.0,9.0,10.0,11.0,14.0,9.0
5330061d-6bfb-469d-b25d-ae117518db8c,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
cef320e5-e192-a148-0874-dfab596f457f,17,17,5,0.9368865766993456,16.0,12.0,10.0,10.0,10.0,10.0
893a7c5a-91f1-e4e9-e851-524c587a0e50,1,1,2,0.15,20.0,14.0,14.0,14.0,18.0,14.0
6d68314a-a361-ea7b-9c77-ea2981d9a6bb,10,10,5,0.8326567563103858,17.0,13.0,10.0,13.0,18.0,10.0
ab2e109d-2c78-0175-2607-0734bfc59c13,6,6,5,0.79256776640625,26.0,21.0,20.0,19.0,21.0,19.0
2f102817-f1a9-43cd-9227-b79639c525b6,1,1,2,0.15,22.0,15.0,16.0,16.0,20.0,15.0
b718c204-dfbd-e65d-f3d3-c844dc99bddb,1,1,2,0.15,20.0,13.0,14.0,13.0,18.0,13.0
4faf0f23-ded3-06d7-88d2-84963000e568,6,6,5,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
0603064e-9866-4ec8-b56e-44043b1ef15e,6,6,5,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
6d210fb2-0ad2-8938-421f-8dfda1d3314c,18,18,5,0.946353590194444,20.0,15.0,12.0,14.0,18.0,12.0
f8ac2405-c307-f7e5-f1ad-efbc93e80482,9,9,5,0.7683830537167969,21.0,16.0,14.0,15.0,16.0,14.0
f77ea9c3-c9db-42f4-914c-9184b38667ae,4,4,5,0.47799375,24.0,17.0,17.0,17.0,22.0,17.0
14cbf094-0e9a-c1c5-508e-1720ab186000,3,3,5,0.385875,17.0,11.0,11.0,10.0,15.0,10.0
da66e79f-a3d3-862d-02f7-c1b123db197d,9,9,5,0.7683830537167969,15.0,10.0,11.0,10.0,15.0,10.0
6f0a58cf-143d-4bd9-8da6-6588f8e82f77,1,1,2,0.15,31.0,26.0,24.0,25.0,29.0,24.0
0e90f8fa-e478-49d5-9b53-bd5ae118341a,1,1,2,0.15,31.0,25.0,22.0,25.0,29.0,22.0
