uuid,in_deg_1,out_deg_1,kc_3,w_pr_1,w_spath_top_3_0,w_spath_top_3_1,w_spath_top_3_2,w_spath_top_3_3,w_spath_top_3_4,w_spath_top_min_3
234587c7-a1da-9374-892b-5672d7a9c4ad,13,13,5,0.8972303304691157,19.0,14.0,14.0,14.0,18.0,14.0
4fb3ade5-22e0-4982-9dee-90c9af1faf5a,1,1,2,0.15,23.0,15.0,17.0,17.0,21.0,15.0
4b5736b5-42d2-3741-4722-f27360730f50,7,7,5,0.67942291171875,21.0,15.0,15.0,16.0,19.0,15.0
fae44d9b-0193-a82f-df46-0e8e064e93d1,6,6,5,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
35262a56-f139-9ac9-0380-27731cd42edb,33,33,5,0.99531375976385,16.0,10.0,9.0,8.0,14.0,8.0
18a96c53-ae5d-48fa-8e7a-0c9db9275ef1,3,3,5,0.385875,22.0,17.0,16.0,16.0,21.0,16.0
c9a90302-ad56-07bd-34e5-763c3aae4c02,7,7,5,0.67942291171875,20.0,17.0,12.0,16.0,20.0,12.0
554512ff-dcb4-d4a2-a2ce-89b99c0f16a3,12,12,5,0.857758242863828,20.0,14.0,14.0,14.0,17.0,14.0
dd650bec-4b45-d188-cf56-053279f040c7,3,3,4,0.47799375,20.0,15.0,13.0,15.0,20.0,13.0
2e1e0d9e-071a-4fb9-34f9-0d8cdba6876e,15,15,5,0.925748913763936,25.0,19.0,19.0,20.0,21.0,19.0
fef62daa-3a8c-58f3-327a-6b0ce26d3956,8,8,5,0.7275094749609375,21.0,15.0,14.0,15.0,20.0,14.0
b7d89773-ebf8-ac85-a613-0201670f1e8b,14,14,5,0.8972303304691157,19.0,12.0,13.0,11.0,17.0,11.0
5319e4a3-1cb9-3a3c-32a7-fcc03fcf10c0,36,36,5,0.9975537533077282,18.0,11.0,12.0,12.0,16.0,11.0
93e35217-27e9-e394-2247-31f2951f91d6,10,10,5,0.8031255956592774,17.0,14.0,11.0,12.0,16.0,11.0
c2d9254f-d100-6229-380c-2490a34a52d3,11,11,5,0.8326567563103858,18.0,11.0,10.0,12.0,12.0,10.0
