__id,pr_0,w_pr_0,in_deg_0,out_deg_0,tri_0,pr_1,w_pr_1,in_deg_1,out_deg_1,pr_2,w_pr_2,kc_2,in_deg_2,out_deg_2,tri_2,spath_top_3_0,spath_top_3_1,spath_top_3_2,spath_top_3_3,spath_top_3_4,spath_top_min_3,w_spath_top_3_0,w_spath_top_3_1,w_spath_top_3_2,w_spath_top_3_3,w_spath_top_3_4,w_spath_top_min_3,kc_3,in_deg_3,out_deg_3
99a1f883-d38f-033a-52bc-f78df63d8572,0.16558333333333333,0.27749999999999997,2,2,0,0.542667633663259,0.47799375,4,4,0.16558333333333333,0.27749999999999997,3,2,1,0,4.0,4.0,4.0,5.0,4.0,4.0,18.0,14.0,12.0,14.0,17.0,12.0,5,3,3
4745691c-5294-616e-b5c0-e4fea994643c,0.207375,0.27749999999999997,2,0,0,0.4650351413766165,0.27749999999999997,2,2,0.207375,0.27749999999999997,2,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,18.0,13.0,12.0,14.0,16.0,12.0,4,2,2
edfa0214-f0fa-98ec-3a59-fe77919956cd,1.723778863736757,0.9999999999988202,164,0,75,11.989178802706496,0.999999999997341,164,164,1.5995634350823091,0.9999999971180265,5,116,0,45,3.0,2.0,3.0,1.0,2.0,1.0,15.0,10.0,9.0,9.0,13.0,9.0,5,116,116
4e337276-9311-ddf2-fb38-9d3dde5c9813,0.1682142857142857,0.15,1,0,0,0.28216371107083815,0.15,1,1,0.1682142857142857,0.15,1,1,0,0,5.0,6.0,6.0,6.0,7.0,5.0,20.0,16.0,15.0,15.0,20.0,15.0,2,1,1
177295fc-4223-6c86-6809-490ef6594f4f,0.21375,0.15,1,0,0,0.5658461366308783,0.15,1,1,0.21375,0.15,1,1,0,0,6.0,7.0,6.0,8.0,7.0,6.0,32.0,28.0,25.0,27.0,30.0,25.0,2,1,1
0e75da90-5840-a2e8-7496-c2cc01a5f870,0.4162287285465052,0.7683830537167969,9,0,0,1.4990012723057053,0.7683830537167969,9,9,0.41998772431835435,0.7683830537167969,3,9,0,0,3.0,4.0,5.0,4.0,4.0,3.0,20.0,17.0,17.0,16.0,21.0,16.0,5,9,9
d9f83d26-2413-46f5-ae2e-330393f90e31,0.2775,0.38587499999999997,3,0,0,1.0,0.38587499999999997,3,3,0.2775,0.38587499999999997,3,3,0,0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,5,3,3
cf1db725-0b43-43f4-890d-771175c9513c,0.15856502510805998,0.38587499999999997,3,0,0,0.5112142494155288,0.38587499999999997,3,3,0.1580985714507901,0.27749999999999997,2,2,0,0,3.0,3.0,3.0,4.0,4.0,3.0,24.0,19.0,17.0,18.0,22.0,17.0,4,2,2
6b5a0f45-b20b-3635-be89-de38e02446e0,0.15,0.0,0,1,0,0.42471569756103755,0.15,1,1,0.15,0.0,1,0,1,0,6.0,6.0,6.0,6.0,6.0,6.0,32.0,28.0,28.0,28.0,32.0,28.0,2,1,1
dcea3169-99ba-15bb-b4ca-f3e91351bb31,0.15,0.0,0,1,0,0.25528595313549085,0.15,1,1,0.15,0.0,1,0,1,0,4.0,5.0,4.0,5.0,5.0,4.0,25.0,21.0,19.0,20.0,23.0,19.0,2,1,1
b9944c13-a90a-f5d9-9fb5-c21354405275,0.16416666666666666,0.15,1,0,0,0.32162048875488913,0.15,1,1,0.16416666666666666,0.15,1,1,0,0,6.0,6.0,5.0,7.0,6.0,5.0,22.0,14.0,15.0,15.0,19.0,14.0,2,1,1
403714eb-0a18-e0ca-f7c7-5805e8d7088d,0.15,0.0,0,30,0,3.1201329786447247,0.9923692404052106,30,30,0.15,0.0,5,0,25,0,3.0,3.0,4.0,2.0,3.0,2.0,22.0,17.0,15.0,16.0,18.0,15.0,5,25,25
23afde15-4cc8-49cb-a245-9dfb394651b9,0.15,0.0,0,1,0,0.3310066714896939,0.15,1,1,0.15,0.0,1,0,1,0,4.0,5.0,4.0,5.0,5.0,4.0,26.0,22.0,18.0,22.0,25.0,18.0,2,1,1
3440fdd7-6533-4635-935c-76a157fe69ea,0.15,0.0,0,1,0,0.3564710011730361,0.15,1,1,0.15,0.0,1,0,1,0,6.0,6.0,6.0,6.0,6.0,6.0,34.0,28.0,28.0,28.0,32.0,28.0,2,1,1
ab87baa1-70b5-4e03-afd7-fc40e6da6a9b,0.15,0.0,0,1,0,0.29925762388653043,0.15,1,1,0.15,0.0,1,0,1,0,4.0,5.0,4.0,5.0,5.0,4.0,28.0,22.0,21.0,19.0,25.0,19.0,2,1,1
6b49b19e-f515-4076-99a6-dca8eca92a30,0.15,0.0,0,1,0,0.347851354527281,0.15,1,1,0.15,0.0,1,0,1,0,4.0,4.0,4.0,4.0,4.0,4.0,29.0,24.0,22.0,21.0,26.0,21.0,2,1,1
7de36ba5-f600-4c4b-9418-8bd0642ff546,0.15,0.0,0,3,0,0.7034566825464857,0.38587499999999997,3,3,0.15,0.0,2,0,2,0,6.0,5.0,6.0,6.0,5.0,5.0,35.0,31.0,30.0,30.0,33.0,30.0,4,2,2
a3399d75-d8fa-51fe-f8d5-ebf81f37e05f,0.15,0.0,0,2,0,0.5104211789145199,0.27749999999999997,2,2,0.15,0.0,2,0,2,0,4.0,5.0,4.0,5.0,5.0,4.0,27.0,22.0,21.0,22.0,26.0,21.0,4,2,2
90578159-021b-1df8-8e9b-365203d5b12b,0.15,0.0,0,2,0,0.6162387976878114,0.27749999999999997,2,2,0.15,0.0,2,0,2,0,6.0,5.0,6.0,4.0,5.0,4.0,31.0,25.0,23.0,23.0,27.0,23.0,4,2,2
1187fe53-542f-2f5d-f04f-8440b4b3c859,0.15,0.0,0,1,0,0.2625932717738221,0.15,1,1,0.15,0.0,1,0,1,0,4.0,4.0,4.0,4.0,4.0,4.0,25.0,17.0,18.0,18.0,21.0,17.0,2,1,1
a3bf584b-4fde-422f-1bd0-de7f6ee2166f,0.18187499999999998,0.38587499999999997,3,0,0,0.5761768439634396,0.38587499999999997,3,3,0.18187499999999998,0.38587499999999997,3,3,0,0,6.0,5.0,6.0,5.0,4.0,4.0,19.0,12.0,13.0,13.0,18.0,12.0,5,3,3
471d7906-d3b4-5b1d-23d7-d16a791b494a,0.15,0.0,0,7,0,0.7904475988536412,0.67942291171875,7,7,0.15,0.0,4,0,4,0,3.0,4.0,4.0,4.0,5.0,3.0,20.0,17.0,14.0,16.0,18.0,14.0,5,4,4
6238a678-8749-1d2e-089d-cf71eb599609,0.15,0.0,0,21,0,3.3179102562172247,0.9719962387914384,21,21,0.15,0.0,4,0,14,0,4.0,4.0,4.0,4.0,4.0,4.0,20.0,18.0,17.0,16.0,20.0,16.0,5,14,14
a2288f34-5a54-407f-9d9b-72486fc9c887,0.15,0.0,0,2,0,0.6138220580208118,0.27749999999999997,2,2,0.15,0.0,2,0,2,0,5.0,4.0,4.0,5.0,5.0,4.0,28.0,22.0,20.0,20.0,24.0,20.0,4,2,2
b6bceca9-0d75-3bd3-210f-a2faa88113e4,0.15,0.0,0,3,0,0.6430673897851039,0.47799375,3,3,0.15,0.0,2,0,3,0,4.0,4.0,4.0,4.0,5.0,4.0,23.0,17.0,16.0,17.0,20.0,16.0,4,3,3
05feff5a-f2dc-8016-0b43-221384d42505,0.15,0.0,0,9,0,0.8966892969350335,0.7683830537167969,9,9,0.15,0.0,5,0,5,0,4.0,4.0,4.0,4.0,4.0,4.0,23.0,18.0,17.0,17.0,21.0,17.0,5,5,5
0dca2286-a575-4464-a924-d16f9b5ea400,0.15,0.0,0,2,0,0.39102732713600696,0.27749999999999997,2,2,0.15,0.0,2,0,2,0,4.0,6.0,5.0,6.0,6.0,4.0,27.0,20.0,19.0,21.0,23.0,19.0,4,2,2
ff52140c-8e45-09d2-ffe6-5d88ada416b7,0.20525000000000002,0.27749999999999997,2,39,3,3.388452939974233,0.9987230439375924,41,41,0.2084375,0.27749999999999997,5,2,35,3,3.0,4.0,4.0,4.0,4.0,3.0,21.0,15.0,15.0,15.0,20.0,15.0,5,37,37
60768fb8-8b2b-c26d-9362-7ae9d17f980b,0.15,0.0,0,2,0,0.33183432960019227,0.27749999999999997,2,2,0.15,0.0,2,0,2,0,4.0,4.0,4.0,4.0,5.0,4.0,23.0,18.0,17.0,17.0,21.0,17.0,4,2,2
e6659047-8a99-d47e-520b-fc7fc621288f,0.8429193175211559,0.9923692404052106,30,0,5,3.036102204722317,0.9923692404052106,30,30,0.8366692827294849,0.9828021901477921,5,25,0,3,3.0,3.0,3.0,3.0,3.0,3.0,16.0,10.0,10.0,11.0,14.0,10.0,5,25,25
bf9cf8d3-ca64-4ce1-835b-b99fd0b5f70f,0.7556249999999999,0.9126457808987484,15,0,0,2.661655718761734,0.9126457808987484,15,15,0.7556249999999999,0.9126457808987484,3,15,0,0,7.0,6.0,7.0,7.0,6.0,6.0,19.0,17.0,16.0,16.0,21.0,16.0,5,15,15
9910705e-c925-4041-a22e-7c89941c3b66,0.4029511461089926,0.9257489137639361,16,0,4,1.6014032094048158,0.9257489137639361,16,16,0.42762140158710904,0.9126457808987484,5,15,0,3,3.0,3.0,3.0,3.0,3.0,3.0,16.0,12.0,11.0,11.0,12.0,11.0,5,15,15
5f6f09bc-85b1-4db0-9684-af27eb215081,0.15,0.0,0,1,0,0.3504415181715317,0.15,1,1,0.15,0.0,1,0,1,0,5.0,4.0,4.0,4.0,5.0,4.0,28.0,22.0,22.0,21.0,26.0,21.0,2,1,1
29870a7c-07ed-5748-2ef2-87c26fa8eb3c,2.25396239026209,0.9999579299145347,62,1,11,7.314795503549336,0.9999749682991482,63,63,2.21831248883769,0.9997486000358443,5,51,1,8,3.0,2.0,3.0,3.0,3.0,2.0,17.0,9.0,10.0,11.0,13.0,9.0,5,52,52
daaa0d7e-7617-5159-c4c6-fd87cc6268ea,0.15,0.0,0,5,0,1.5233437701934032,0.755962078125,5,5,0.15,0.0,2,0,5,0,4.0,4.0,4.0,5.0,5.0,4.0,20.0,17.0,16.0,17.0,20.0,16.0,4,5,5
1a3c61ce-e607-457b-8f23-e6e6cbeb68bf,0.15,0.0,0,3,0,0.6606050009998936,0.38587499999999997,3,3,0.15,0.0,2,0,3,0,4.0,4.0,4.0,5.0,5.0,4.0,29.0,22.0,23.0,24.0,27.0,22.0,4,3,3
458ac8b8-7ef3-4f0d-84fa-dc53a89b2ffd,0.15,0.0,0,1,0,0.3147292548273237,0.15,1,1,0.15,0.0,1,0,1,0,4.0,5.0,6.0,6.0,5.0,4.0,24.0,19.0,18.0,19.0,21.0,18.0,2,1,1
6a3be8d2-e4ed-c529-2d4b-41b6051336d6,0.779203221184263,0.9126457808987484,15,0,0,2.416118446901084,0.9388520466291239,15,15,0.779965421372416,0.9126457808987484,5,15,0,0,3.0,4.0,4.0,4.0,4.0,3.0,15.0,11.0,9.0,11.0,13.0,9.0,5,15,15
b0f86e43-33af-7048-fde7-2517a24a75bf,0.27947219350459485,0.47799375,4,0,0,0.9480916867992741,0.47799375,4,4,0.2796660533691632,0.47799375,3,4,0,0,3.0,4.0,5.0,5.0,5.0,3.0,22.0,18.0,13.0,19.0,21.0,13.0,5,4,4
2a065a08-4f18-246b-e7cc-fa87985769e1,0.227296875,0.15,1,0,0,0.3516341486140055,0.15,1,1,0.227296875,0.15,1,1,0,0,5.0,5.0,5.0,5.0,6.0,5.0,27.0,21.0,21.0,22.0,27.0,21.0,2,1,1
2b2d0d87-cae2-a288-3ba8-0314daf3aba0,0.15,0.0,0,3,0,0.6272711760789782,0.38587499999999997,3,3,0.15,0.0,3,0,3,0,5.0,4.0,4.0,6.0,5.0,4.0,24.0,18.0,17.0,16.0,21.0,16.0,5,3,3
863b9a28-59da-4045-b475-f57354f27bb8,0.34125,0.622850484375,6,0,0,0.9975637320842249,0.622850484375,6,6,0.34125,0.622850484375,3,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,18.0,12.0,13.0,12.0,12.0,12.0,5,6,6
42784600-604e-4037-b0c7-467248e38234,0.21374999999999997,0.38587499999999997,3,0,0,0.5615178900534764,0.38587499999999997,3,3,0.21374999999999997,0.38587499999999997,3,3,0,0,6.0,4.0,6.0,6.0,5.0,4.0,18.0,12.0,12.0,12.0,16.0,12.0,5,3,3
af3f5703-1bd1-4cbf-8230-8b2cb43bd733,0.1502534402030664,0.15,1,0,0,0.35019377693873843,0.15,1,1,0.1502792585296479,0.15,1,1,0,0,3.0,4.0,4.0,5.0,4.0,3.0,24.0,17.0,16.0,17.0,20.0,16.0,2,1,1
21d1a828-dc91-36fa-1bab-edbef7ba3474,0.34311647300519527,0.857758242863828,12,0,3,1.3255821367362794,0.857758242863828,12,12,0.352402737495,0.857758242863828,5,12,0,3,3.0,3.0,3.0,3.0,4.0,3.0,13.0,9.0,8.0,9.0,13.0,8.0,5,12,12
e604411d-b259-ccd4-47fc-20ae29c3d1f5,0.17124999999999999,0.15,1,0,0,0.3246120176968587,0.15,1,1,0.17124999999999999,0.15,1,1,0,0,5.0,4.0,5.0,5.0,4.0,4.0,19.0,13.0,12.0,13.0,17.0,12.0,2,1,1
72dc4b3d-3555-76bf-a603-c514c213e911,0.21375,0.27749999999999997,2,0,0,0.5082874752840391,0.27749999999999997,2,2,0.21375,0.27749999999999997,2,2,0,0,5.0,6.0,7.0,7.0,6.0,5.0,25.0,21.0,19.0,20.0,24.0,19.0,4,2,2
1ed5fb11-a59a-5460-fc09-b8c0cbea71eb,0.3119881530733411,0.9990773992449105,43,0,28,3.0016305846348184,0.9990773992449105,43,43,0.2934432783211445,0.9761968029727226,5,23,0,12,3.0,2.0,3.0,3.0,3.0,2.0,16.0,10.0,9.0,10.0,15.0,9.0,5,23,23
581409c9-1bb0-2058-1253-a3081cdafb83,0.40499999999999997,0.622850484375,6,6,0,2.133920891389437,0.8790945064342538,12,12,0.40499999999999997,0.622850484375,4,6,6,0,4.0,4.0,4.0,4.0,3.0,3.0,25.0,17.0,18.0,18.0,22.0,17.0,5,12,12
09426602-f34a-9b19-bb0c-2bd8d2ebcc80,0.1615909090909091,0.15,1,0,0,0.24796955989417963,0.15,1,1,0.1615909090909091,0.15,1,1,0,0,5.0,4.0,4.0,4.0,4.0,4.0,18.0,12.0,12.0,11.0,17.0,11.0,2,1,1
9661114a-5e9b-18d7-2708-4ee03b41326c,0.24562499999999998,0.38587499999999997,3,0,0,0.6946728806855259,0.38587499999999997,3,3,0.24562499999999998,0.38587499999999997,3,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,19.0,18.0,18.0,21.0,18.0,5,3,3
5330061d-6bfb-469d-b25d-ae117518db8c,0.2775,0.38587499999999997,3,0,0,1.0,0.38587499999999997,3,3,0.2775,0.38587499999999997,3,3,0,0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,5,3,3
cef320e5-e192-a148-0874-dfab596f457f,0.2141559416603344,0.9368865766993457,17,0,7,1.7734547311153384,0.9368865766993457,17,17,0.20008620620750228,0.857758242863828,5,12,0,5,3.0,3.0,3.0,3.0,4.0,3.0,16.0,12.0,10.0,10.0,10.0,10.0,5,12,12
f45bf8e3-3736-84ea-c1df-a42fe19f8f81,0.1755,0.15,1,2,0,0.6472923597825379,0.38587499999999997,3,3,0.181875,0.15,2,1,2,0,4.0,3.0,4.0,4.0,3.0,3.0,20.0,14.0,14.0,14.0,18.0,14.0,4,3,3
11e73cc3-94e5-efa6-169b-a107b6aa88ff,0.5081866883116883,0.9126457808987484,15,6,0,2.8944837955701606,0.976938079004714,21,21,0.5377159090909092,0.8972303304691157,5,14,6,0,4.0,4.0,4.0,4.0,4.0,4.0,18.0,12.0,13.0,13.0,16.0,12.0,5,20,20
fb9ee54f-45c0-4d11-ba68-80f08e282378,0.15187499999999998,0.15,1,5,3,0.7812430058281994,0.622850484375,6,6,0.15271276595744682,0.15,3,1,2,1,4.0,4.0,4.0,5.0,5.0,4.0,19.0,14.0,13.0,13.0,16.0,13.0,5,3,3
6304efad-ac73-e1ec-c75f-b15471da44b2,0.2319642857142857,0.27749999999999997,2,0,0,0.4767446722481169,0.27749999999999997,2,2,0.2319642857142857,0.27749999999999997,2,2,0,0,5.0,4.0,4.0,4.0,4.0,4.0,18.0,13.0,12.0,13.0,16.0,12.0,4,2,2
4faf0f23-ded3-06d7-88d2-84963000e568,0.34124999999999994,0.622850484375,6,0,0,1.2982456030107459,0.622850484375,6,6,0.34124999999999994,0.622850484375,3,6,0,0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,5,6,6
0603064e-9866-4ec8-b56e-44043b1ef15e,0.40499999999999997,0.622850484375,6,0,0,1.4416510262584659,0.622850484375,6,6,0.40499999999999997,0.622850484375,3,6,0,0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,5,6,6
6d210fb2-0ad2-8938-421f-8dfda1d3314c,0.19781249999999997,0.38587499999999997,3,15,2,1.8481146224908465,0.9463535901944439,18,18,0.19781249999999997,0.38587499999999997,5,3,15,2,3.0,3.0,4.0,4.0,3.0,3.0,20.0,15.0,12.0,14.0,18.0,12.0,5,18,18
68dc2f5b-3a99-4f6a-8b09-2b392fb43515,0.15,0.0,0,1,0,0.33701554690583246,0.15,1,1,0.15,0.0,1,0,1,0,6.0,5.0,5.0,6.0,5.0,5.0,34.0,29.0,28.0,28.0,32.0,28.0,2,1,1
6ba19058-5b5a-4299-86bc-c1405e10602b,0.3023752500000001,0.67942291171875,7,0,2,0.9696901870203319,0.67942291171875,7,7,0.3056097656250001,0.67942291171875,4,7,0,2,3.0,4.0,5.0,5.0,5.0,3.0,18.0,12.0,9.0,13.0,16.0,9.0,5,7,7
cdb065df-7cd9-3acf-4c01-291eb316ac04,0.327858322990971,0.622850484375,6,0,0,0.9995777582933743,0.622850484375,6,6,0.329366755866724,0.622850484375,3,6,0,0,4.0,5.0,5.0,3.0,4.0,3.0,20.0,13.0,15.0,14.0,20.0,13.0,5,6,6
9b194cc8-20c9-8bc1-5585-a78a80e64eed,0.9292266065633931,0.9797672825268142,24,0,0,3.214979153755419,0.9797672825268142,24,24,0.9224735542378117,0.9761968029727226,5,23,0,0,3.0,4.0,4.0,4.0,4.0,3.0,17.0,12.0,10.0,11.0,14.0,10.0,5,23,23
d328e8ce-fa4b-4329-ab6d-6ac70140a840,0.18774982993197276,0.15,1,0,0,0.2581247974490942,0.15,1,1,0.19404146825396823,0.15,1,1,0,0,4.0,5.0,5.0,5.0,5.0,4.0,23.0,17.0,17.0,17.0,21.0,17.0,2,1,1
ca7ba78a-575c-4a41-85af-f81395c8ff16,0.15320556181344594,0.27749999999999997,2,0,0,0.37212204509370567,0.27749999999999997,2,2,0.15443625807035777,0.27749999999999997,2,2,0,0,4.0,3.0,3.0,4.0,4.0,3.0,22.0,17.0,16.0,16.0,22.0,16.0,4,2,2
7a9555f9-29f1-8fba-d5c1-0b451c983d3f,0.15285168113404904,0.15,1,0,0,0.28853910986078946,0.15,1,1,0.15415179553700847,0.15,1,1,0,0,3.0,4.0,4.0,5.0,4.0,3.0,22.0,18.0,13.0,18.0,20.0,13.0,2,1,1
6ade0afd-5aee-fbc6-70c9-72711ae4f2d0,0.1607446230017812,0.27749999999999997,2,0,0,0.5735315333872458,0.27749999999999997,2,2,0.1607485323623136,0.27749999999999997,2,2,0,0,3.0,5.0,5.0,5.0,5.0,3.0,24.0,21.0,21.0,21.0,23.0,21.0,4,2,2
db59c61f-5124-475e-85e3-5b2a38a78408,0.15,0.0,0,2,0,0.5768273506346481,0.27749999999999997,2,2,0.15,0.0,2,0,2,0,6.0,6.0,6.0,6.0,6.0,6.0,30.0,26.0,25.0,27.0,30.0,25.0,4,2,2
1b084b09-61ee-bdd6-d70e-09f46b47ce2a,0.3611188248184509,0.67942291171875,7,0,0,1.3006180032653232,0.67942291171875,7,7,0.3647110767114661,0.67942291171875,3,7,0,0,3.0,4.0,4.0,5.0,4.0,3.0,14.0,13.0,11.0,11.0,15.0,11.0,5,7,7
bdeb26c5-be4c-4b32-92af-1bcdedde5da8,0.1502534402030664,0.15,1,0,0,0.35019377693873843,0.15,1,1,0.1502792585296479,0.15,1,1,0,0,3.0,4.0,4.0,5.0,4.0,3.0,24.0,17.0,16.0,17.0,20.0,16.0,2,1,1
4654ce6b-c7dd-1b92-17a5-415263ff2ee1,0.4162580729166666,0.67942291171875,7,0,0,1.5057541490727941,0.67942291171875,7,7,0.41674755434782607,0.67942291171875,3,7,0,0,4.0,5.0,5.0,6.0,6.0,4.0,25.0,20.0,16.0,19.0,23.0,16.0,5,7,7
d2e72808-4cdf-0183-631e-758075df08b7,0.5560875,0.7275094749609375,8,0,0,1.9752041149442636,0.7683830537167969,8,8,0.5560875,0.7275094749609375,3,8,0,0,5.0,5.0,5.0,5.0,5.0,5.0,32.0,27.0,27.0,27.0,32.0,27.0,5,8,8
3b3d6992-3fdd-fe60-f308-8a24bc5436ba,0.5472350138970395,0.9853818616256234,26,0,6,2.2981679672183164,0.9853818616256234,26,26,0.567288312992319,0.9853818616256234,5,26,0,6,3.0,3.0,3.0,3.0,3.0,3.0,15.0,10.0,10.0,10.0,14.0,10.0,5,26,26
573c72f2-b853-3df7-95a5-298a0dc2306f,0.4246153846153845,0.5562946875,5,10,2,1.9840343862814636,0.9257489137639361,15,15,0.4246153846153845,0.5562946875,5,5,9,2,2.0,4.0,4.0,4.0,4.0,2.0,18.0,13.0,9.0,12.0,14.0,9.0,5,14,14
81eed08b-f7c4-8d04-dadb-4badec05a61f,0.15333078265572692,0.15,1,0,0,0.2586309832344877,0.15,1,1,0.15401503913903775,0.15,1,1,0,0,3.0,4.0,4.0,5.0,4.0,3.0,22.0,16.0,15.0,13.0,20.0,13.0,2,1,1
92131e98-9009-fa7b-da1c-fa730e7717d2,0.15,0.0,0,1,0,0.2256779818885476,0.15,1,1,0.15,0.0,1,0,1,0,4.0,4.0,4.0,4.0,4.0,4.0,23.0,19.0,17.0,17.0,21.0,17.0,2,1,1
6c21afd2-7c4f-1466-8abb-6dc8cfaed004,0.1615909090909091,0.15,1,0,0,0.3904406713501431,0.15,1,1,0.1615909090909091,0.15,1,1,0,0,5.0,5.0,5.0,6.0,5.0,5.0,27.0,25.0,24.0,24.0,27.0,24.0,2,1,1
8d4ed199-ffae-44d7-83b1-1c5516d06bcd,0.2340703125,0.15,1,0,0,0.3563188963991206,0.15,1,1,0.2340703125,0.15,1,1,0,0,6.0,5.0,6.0,6.0,6.0,5.0,24.0,19.0,17.0,18.0,22.0,17.0,2,1,1
13334584-e741-f13f-ade0-239fc289d103,0.30430173947641737,0.67942291171875,7,0,1,1.158722311709184,0.67942291171875,7,7,0.30562903434957894,0.67942291171875,4,7,0,1,3.0,5.0,4.0,5.0,4.0,3.0,23.0,20.0,18.0,19.0,19.0,18.0,5,7,7
0b829b9a-6785-7a1f-1e1e-8233c5226a8d,1.2207619204251279,0.9698160020949099,14,0,0,2.4228146558337476,0.9743075826172789,14,14,1.233575809472956,0.9698160020949099,5,14,0,0,3.0,3.0,3.0,3.0,3.0,3.0,19.0,14.0,13.0,13.0,17.0,13.0,5,14,14
ea677995-fbd2-8134-4a58-5ca747d68a1b,0.31039505319437016,0.7683830537167969,9,0,0,1.0003393677538823,0.7683830537167969,9,9,0.3196614429514597,0.7275094749609375,5,8,0,0,3.0,4.0,3.0,3.0,4.0,3.0,22.0,17.0,17.0,17.0,20.0,17.0,5,8,8
48d30e9c-288d-4093-8acd-b18511b1eab5,0.1848173076923077,0.15,1,0,0,0.3612952960826692,0.15,1,1,0.1848173076923077,0.15,1,1,0,0,5.0,6.0,5.0,5.0,5.0,5.0,30.0,25.0,26.0,24.0,29.0,24.0,2,1,1
6a8ab5d4-8b49-335f-69b5-a946edfd2833,2.011832759338213,0.9999999984955918,125,0,44,9.982164071706345,0.9999999984955918,125,125,2.002929164373842,0.9999977430909546,5,80,0,16,3.0,3.0,3.0,3.0,2.0,2.0,14.0,9.0,8.0,10.0,14.0,8.0,5,80,80
88adfeaa-1a43-4f89-8380-6140970ce7a0,0.30937499999999996,0.5562946875,5,0,0,1.4519871576721108,0.5562946875,5,5,0.30937499999999996,0.5562946875,3,5,0,0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,5,5,5
5b3225b3-8d8d-fba4-fa36-4cf60a35e86c,0.40499999999999997,0.622850484375,6,0,0,1.4416510262584659,0.622850484375,6,6,0.40499999999999997,0.622850484375,3,6,0,0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,5,6,6
b8ba2ce8-b955-4bf0-855c-be25fb79a915,0.1575214341255343,0.15,1,0,0,0.23466076463858948,0.15,1,1,0.15965393201886852,0.15,1,1,0,0,3.0,3.0,3.0,4.0,4.0,3.0,21.0,16.0,16.0,16.0,19.0,16.0,2,1,1
a785b907-c0a2-1b6f-5d7d-3e0e8e8eacb0,0.25625,0.47799375,4,0,0,0.8637518646319415,0.47799375,4,4,0.25625,0.47799375,3,4,0,0,4.0,5.0,5.0,5.0,4.0,4.0,20.0,12.0,13.0,14.0,17.0,12.0,5,4,4
eda89f0d-8a26-33e1-2eb6-cb3cc24009ad,0.41492758312198486,0.9463535901944439,18,0,0,1.7680954841650574,0.9544005516652773,18,18,0.42062710398164194,0.8972303304691157,5,14,0,0,3.0,3.0,3.0,3.0,3.0,3.0,19.0,15.0,15.0,15.0,17.0,15.0,5,14,14
d67dafa4-f62e-4ca2-8798-a4962a027281,0.1925,0.15,1,0,0,0.34317484550821065,0.15,1,1,0.1925,0.15,1,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,14.0,13.0,14.0,16.0,13.0,2,1,1
72faf6b3-096d-f49c-f0b4-a81e3ec7c519,0.15,0.0,0,5,0,0.925898180908169,0.5562946875,5,5,0.15,0.0,2,0,3,0,4.0,4.0,5.0,4.0,5.0,4.0,27.0,22.0,21.0,22.0,24.0,21.0,4,3,3
34d693ab-421b-866a-5a9a-e670229d53ec,0.9552107863206419,0.9910226357708359,29,0,3,3.6595499537817484,0.9910226357708359,29,29,0.9553725061595475,0.9853818616256234,4,26,0,2,4.0,4.0,4.0,4.0,4.0,4.0,20.0,15.0,15.0,14.0,17.0,14.0,5,26,26
8badc50c-4efe-4237-a9ff-418aa0e193a8,0.1615909090909091,0.15,1,0,0,0.31017421129479805,0.15,1,1,0.16275,0.15,1,1,0,0,5.0,5.0,6.0,6.0,6.0,5.0,29.0,25.0,24.0,22.0,28.0,22.0,2,1,1
3c528444-6a6d-e53e-374f-5734ad2e7e68,0.1755,0.15,1,0,0,0.3467776963404704,0.15,1,1,0.1755,0.15,1,1,0,0,5.0,6.0,7.0,7.0,6.0,5.0,23.0,16.0,14.0,17.0,20.0,14.0,2,1,1
312b0ed9-f774-f514-a188-224c4451c493,0.1682142857142857,0.15,1,0,0,0.26533391870029616,0.15,1,1,0.181875,0.15,1,1,0,0,6.0,6.0,5.0,5.0,5.0,5.0,21.0,13.0,13.0,14.0,18.0,13.0,2,1,1
a284607d-e5a9-68a8-3eb4-bf1039da1d6e,0.2775,0.38587499999999997,3,0,0,1.0,0.38587499999999997,3,3,0.2775,0.38587499999999997,3,3,0,0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,5,3,3
