__id,pr_0,w_pr_0,kc_0,in_deg_0,out_deg_0,tri_0,pr_1,w_pr_1,spath_top_1_0,spath_top_1_1,spath_top_1_2,spath_top_1_3,spath_top_1_4,spath_top_min_1,w_spath_top_1_0,w_spath_top_1_1,w_spath_top_1_2,w_spath_top_1_3,w_spath_top_1_4,w_spath_top_min_1,spath_top_2_0,spath_top_2_1,spath_top_2_2,spath_top_2_3,spath_top_2_4,spath_top_min_2,w_spath_top_2_0,w_spath_top_2_1,w_spath_top_2_2,w_spath_top_2_3,w_spath_top_2_4,w_spath_top_min_2
c6753443-3513-19a4-bf9c-f75189894ce4,0.4461880211803769,0.9761968029727226,5,23,0,4,1.9317001648227095,0.9797672825268142,3.0,4.0,3.0,3.0,4.0,3.0,18.0,13.0,11.0,12.0,15.0,11.0,3.0,4.0,3.0,3.0,4.0,3.0,18.0,13.0,11.0,12.0,15.0,11.0
cc32709a-92ad-3cad-f2af-5f09c02ae696,0.8845416666666664,0.9544005516652773,4,19,0,0,2.881039822651873,0.9544005516652773,4.0,3.0,3.0,3.0,4.0,3.0,17.0,11.0,11.0,12.0,15.0,11.0,4.0,3.0,3.0,3.0,4.0,3.0,17.0,11.0,11.0,12.0,15.0,11.0
9f4829bd-4692-01f2-d910-d75e4ec0ffec,0.18261835364122941,0.27749999999999997,2,2,0,0,0.3792295227498256,0.27749999999999997,4.0,4.0,5.0,5.0,4.0,4.0,24.0,17.0,18.0,19.0,22.0,17.0,4.0,4.0,5.0,5.0,4.0,4.0,24.0,17.0,18.0,19.0,22.0,17.0
e6c7038c-1442-b594-3388-91908f14e44a,0.43521416275027214,0.9126457808987484,5,15,0,6,1.3985114650377721,0.9257489137639361,3.0,4.0,3.0,3.0,3.0,3.0,16.0,10.0,10.0,11.0,13.0,10.0,3.0,4.0,3.0,3.0,3.0,3.0,16.0,10.0,10.0,11.0,13.0,10.0
d672cc3d-2351-abbb-9503-09b11a31b39b,0.1502534402030664,0.15,1,1,0,0,0.3502028329708543,0.15,3.0,4.0,4.0,5.0,4.0,3.0,24.0,17.0,16.0,17.0,20.0,16.0,3.0,4.0,4.0,5.0,4.0,3.0,24.0,17.0,16.0,17.0,20.0,16.0
1830d015-7581-4fe9-a407-fc5f6b1769cb,0.1790921052631579,0.47799375,4,4,1,2,0.7485678208059514,0.622850484375,4.0,5.0,3.0,5.0,5.0,3.0,18.0,13.0,13.0,13.0,17.0,13.0,4.0,5.0,3.0,5.0,5.0,3.0,18.0,13.0,13.0,13.0,17.0,13.0
19db2c01-e94a-4412-8640-1e2960826c42,0.15,0.0,1,0,1,0,0.2869379178273549,0.15,5.0,5.0,5.0,5.0,6.0,5.0,27.0,22.0,21.0,21.0,23.0,21.0,5.0,5.0,5.0,5.0,6.0,5.0,27.0,22.0,21.0,21.0,23.0,21.0
9a6c1666-3398-dbdd-0176-dd0a67fab091,0.40921831261697755,0.7275094749609375,3,8,0,0,1.2174662985213953,0.7275094749609375,3.0,3.0,3.0,3.0,4.0,3.0,20.0,17.0,16.0,15.0,21.0,15.0,3.0,3.0,3.0,3.0,4.0,3.0,20.0,17.0,16.0,15.0,21.0,15.0
d39a6c8f-6276-4569-a4f5-db7b39a7faaa,0.2281321882615402,0.622850484375,5,6,0,0,1.0310040305287624,0.622850484375,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0
89466065-4e60-5760-426d-d96ee409dec0,0.28635572132977166,0.5562946875,3,5,0,0,0.9659263070474003,0.5562946875,3.0,5.0,5.0,5.0,5.0,3.0,23.0,18.0,16.0,17.0,21.0,16.0,3.0,5.0,5.0,5.0,5.0,3.0,23.0,18.0,16.0,17.0,21.0,16.0
e1f1ee49-a243-9f46-44f7-9e0b31701ced,0.1682142857142857,0.15,1,1,0,0,0.28812886003655513,0.15,4.0,4.0,4.0,6.0,5.0,4.0,17.0,13.0,11.0,11.0,16.0,11.0,4.0,4.0,4.0,6.0,5.0,4.0,17.0,13.0,11.0,11.0,16.0,11.0
ad75fe97-02bd-1359-1809-3e6b16bb534b,0.15,0.0,5,0,5,0,0.7424061337719389,0.5562946875,4.0,4.0,4.0,4.0,4.0,4.0,21.0,17.0,17.0,17.0,21.0,17.0,4.0,4.0,4.0,4.0,4.0,4.0,21.0,17.0,17.0,17.0,21.0,17.0
e41d690b-f1af-5c7f-6b6d-3953e2a8694f,0.1659375,0.15,1,1,0,0,0.31815302036552584,0.15,6.0,6.0,6.0,6.0,6.0,6.0,20.0,13.0,14.0,14.0,18.0,13.0,6.0,6.0,6.0,6.0,6.0,6.0,20.0,13.0,14.0,14.0,18.0,13.0
cce17712-246d-00f0-5f2e-77a905222795,0.15188528963414633,0.15,1,1,0,0,0.26339028849470547,0.15,3.0,4.0,3.0,4.0,4.0,3.0,24.0,20.0,17.0,18.0,24.0,17.0,3.0,4.0,3.0,4.0,4.0,3.0,24.0,20.0,17.0,18.0,24.0,17.0
fd638485-b0c8-2671-11f8-3715985436d7,0.15708333333333332,0.15,1,1,0,0,0.4091452756003606,0.15,5.0,6.0,5.0,5.0,6.0,5.0,29.0,22.0,21.0,22.0,26.0,21.0,5.0,6.0,5.0,5.0,6.0,5.0,29.0,22.0,21.0,22.0,26.0,21.0
8d1faf10-1240-0498-bb87-000581e17532,0.1751797931018634,0.27749999999999997,2,2,0,0,0.3368653300402733,0.27749999999999997,4.0,4.0,4.0,3.0,4.0,3.0,23.0,15.0,17.0,17.0,22.0,15.0,4.0,4.0,4.0,3.0,4.0,3.0,23.0,15.0,17.0,17.0,22.0,15.0
9962f9c2-f0c1-166d-5ec5-a85673ca7d88,0.15796875,0.15,1,1,0,0,0.30304360981629275,0.15,3.0,5.0,5.0,5.0,5.0,3.0,28.0,24.0,22.0,22.0,25.0,22.0,3.0,5.0,5.0,5.0,5.0,3.0,28.0,24.0,22.0,22.0,25.0,22.0
3466d941-f302-e958-24be-0809304b69b1,0.5325,0.7683830537167969,3,9,2,0,2.472587652535846,0.857758242863828,6.0,6.0,6.0,6.0,7.0,6.0,33.0,27.0,27.0,26.0,32.0,26.0,6.0,6.0,6.0,6.0,7.0,6.0,33.0,27.0,27.0,26.0,32.0,26.0
7fa748b7-4607-2f6b-f03f-24abe45d04ee,0.3870057753326043,0.7683830537167969,4,9,0,0,1.278964668982045,0.7683830537167969,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,13.0,17.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,13.0,17.0,10.0
b1c5d726-1242-7ae0-98d3-71e4f0c6578d,1.8379740780053277,0.9999989985974668,5,85,7,1,9.837745212754573,0.9999997271272979,2.0,4.0,2.0,4.0,4.0,2.0,16.0,10.0,9.0,10.0,14.0,9.0,2.0,4.0,2.0,4.0,4.0,2.0,16.0,10.0,9.0,10.0,14.0,9.0
bfe52e47-5d18-1caa-09e6-fa675e7f98f6,0.2845229178682877,0.8326567563103858,5,11,0,0,1.1091211831681096,0.8326567563103858,3.0,3.0,3.0,3.0,4.0,3.0,21.0,16.0,15.0,14.0,19.0,14.0,3.0,3.0,3.0,3.0,4.0,3.0,21.0,16.0,15.0,14.0,19.0,14.0
e958696c-ed7c-49b5-2bda-8da0f605189b,0.650171831570264,0.7683830537167969,2,3,0,0,0.6428470637869443,0.47799375,4.0,4.0,4.0,4.0,5.0,4.0,22.0,20.0,15.0,19.0,23.0,15.0,4.0,4.0,4.0,4.0,5.0,4.0,22.0,20.0,15.0,19.0,23.0,15.0
094f75c6-1452-1823-9a65-a85b96c75d69,1.9899182634002852,0.9999998575587441,5,97,0,27,8.28079400885942,0.9999999216573092,2.0,3.0,3.0,3.0,2.0,2.0,16.0,11.0,10.0,10.0,14.0,10.0,2.0,3.0,3.0,3.0,2.0,2.0,16.0,11.0,10.0,10.0,14.0,10.0
7a280d7e-5f82-256e-f9ad-647bc5e171a9,0.1838407890391804,0.7275094749609375,5,8,2,8,0.8124952609864412,0.8031255956592774,4.0,4.0,3.0,3.0,4.0,3.0,19.0,14.0,14.0,12.0,17.0,12.0,4.0,4.0,3.0,3.0,4.0,3.0,19.0,14.0,14.0,12.0,17.0,12.0
8611ac6c-3f36-b856-e36d-485d9aeb4ba1,0.41175664275559215,0.857758242863828,5,6,0,0,0.6494227254291958,0.622850484375,2.0,3.0,1.0,3.0,4.0,1.0,21.0,15.0,14.0,15.0,17.0,14.0,2.0,3.0,1.0,3.0,4.0,1.0,21.0,15.0,14.0,15.0,17.0,14.0
48128015-8972-dbb1-6db0-50b1a2ad2c18,0.26902606421356423,0.38587499999999997,3,3,0,1,0.5999993893483984,0.38587499999999997,3.0,5.0,5.0,5.0,4.0,3.0,23.0,18.0,17.0,17.0,22.0,17.0,3.0,5.0,5.0,5.0,4.0,3.0,23.0,18.0,17.0,17.0,22.0,17.0
d4f4b9c5-c74f-42e5-83c0-ac9335dc22b0,0.4392428571428571,0.27749999999999997,1,2,0,0,0.7012873046768644,0.38587499999999997,6.0,6.0,5.0,5.0,6.0,5.0,28.0,21.0,21.0,20.0,25.0,20.0,6.0,6.0,5.0,5.0,6.0,5.0,28.0,21.0,21.0,20.0,25.0,20.0
67c53393-1169-ca51-0c84-cf77850da208,0.32,0.622850484375,3,6,0,0,0.9895750473236958,0.622850484375,3.0,5.0,5.0,5.0,5.0,3.0,16.0,13.0,10.0,12.0,16.0,10.0,3.0,5.0,5.0,5.0,5.0,3.0,16.0,13.0,10.0,12.0,16.0,10.0
2d0d0a4c-1a5a-262b-4ceb-38a55197d42c,0.19842132936507934,0.47799375,4,4,0,0,0.68176928474138,0.47799375,4.0,5.0,5.0,5.0,5.0,4.0,19.0,13.0,11.0,13.0,13.0,11.0,4.0,5.0,5.0,5.0,5.0,4.0,19.0,13.0,11.0,13.0,13.0,11.0
f0df312c-b70e-4490-9fa0-ad3eed2e8dae,0.15,0.0,1,0,1,0,0.24120520481279273,0.15,4.0,4.0,4.0,4.0,4.0,4.0,22.0,18.0,15.0,17.0,21.0,15.0,4.0,4.0,4.0,4.0,4.0,4.0,22.0,18.0,15.0,17.0,21.0,15.0
3c8baf27-29ae-f4d6-9c5c-6f92432509fa,0.5605744013145175,0.38587499999999997,2,3,0,0,0.6013430386559222,0.38587499999999997,4.0,4.0,4.0,4.0,4.0,4.0,22.0,16.0,16.0,16.0,21.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,22.0,16.0,16.0,16.0,21.0,16.0
809b0797-c62a-46c8-9e96-b98909f11a01,0.15511129925383674,0.15,1,1,0,0,0.32677833841637327,0.15,3.0,4.0,5.0,5.0,5.0,3.0,23.0,16.0,15.0,17.0,20.0,15.0,3.0,4.0,5.0,5.0,5.0,3.0,23.0,16.0,15.0,17.0,20.0,15.0
d52638ca-28fe-a07c-89ea-ad0f6cb13139,0.252,0.622850484375,3,6,0,0,1.01145173219885,0.622850484375,7.0,7.0,7.0,7.0,7.0,7.0,31.0,27.0,26.0,27.0,30.0,26.0,7.0,7.0,7.0,7.0,7.0,7.0,31.0,27.0,26.0,27.0,30.0,26.0
a311cdf5-4121-f07d-7943-0255ac284f4f,0.15,0.0,1,0,1,0,0.24869647533310799,0.15,4.0,4.0,4.0,4.0,5.0,4.0,28.0,23.0,22.0,21.0,25.0,21.0,4.0,4.0,4.0,4.0,5.0,4.0,28.0,23.0,22.0,21.0,25.0,21.0
1ecc8eff-53f9-ac39-2624-a2a15d75ad90,0.2272732529375386,0.8790945064342538,5,13,0,4,1.3917696363739376,0.8790945064342538,3.0,4.0,4.0,4.0,3.0,3.0,18.0,14.0,11.0,13.0,15.0,11.0,3.0,4.0,4.0,4.0,3.0,3.0,18.0,14.0,11.0,13.0,15.0,11.0
73b83416-7013-4097-bd31-39ba8eebd5e2,0.1755,0.15,1,1,0,0,0.3188292235410708,0.15,5.0,5.0,7.0,6.0,6.0,5.0,34.0,29.0,28.0,28.0,32.0,28.0,5.0,5.0,7.0,6.0,6.0,5.0,34.0,29.0,28.0,28.0,32.0,28.0
75e5fac3-c123-8cfe-fbce-a68d67e53ecb,0.1506222642070885,0.15,1,1,0,0,0.25696250589151715,0.15,3.0,3.0,3.0,3.0,3.0,3.0,20.0,15.0,15.0,15.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,15.0,15.0,15.0,20.0,15.0
3f3c84d1-04c1-4191-855e-a0d7a21b1774,0.20789579979738215,0.15,1,1,0,0,0.28273687537693376,0.15,4.0,4.0,4.0,4.0,4.0,4.0,28.0,21.0,20.0,21.0,26.0,20.0,4.0,4.0,4.0,4.0,4.0,4.0,28.0,21.0,20.0,21.0,26.0,20.0
73000fcc-110c-775a-a8b7-4ab1f397bf07,0.2775,0.38587499999999997,3,3,0,0,1.0,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
f142c2b2-99de-258c-60ef-d0a55413022d,0.17124999999999999,0.15,1,1,0,0,0.35611873283109474,0.15,4.0,5.0,5.0,5.0,5.0,4.0,29.0,25.0,23.0,25.0,28.0,23.0,4.0,5.0,5.0,5.0,5.0,4.0,29.0,25.0,23.0,25.0,28.0,23.0
d0e8bbbe-47d7-4d40-b8a9-27b443ca07a0,0.2775,0.38587499999999997,3,3,0,0,1.0,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
bd73d599-4234-3889-ae33-d082ebb93cc8,1.5209280997883117,0.9999579299145347,5,62,0,11,7.602991968022885,0.9999642404273545,3.0,3.0,3.0,4.0,4.0,3.0,17.0,12.0,9.0,11.0,15.0,9.0,3.0,3.0,3.0,4.0,4.0,3.0,17.0,12.0,9.0,11.0,15.0,9.0
1a9e40c2-44e2-1103-69ff-d3e628a4700f,0.2435,0.38587499999999997,5,3,16,8,2.65916104898666,0.9612404689154856,2.0,4.0,4.0,4.0,4.0,2.0,23.0,17.0,15.0,15.0,18.0,15.0,2.0,4.0,4.0,4.0,4.0,2.0,23.0,17.0,15.0,15.0,18.0,15.0
ba1f64f5-8964-43ce-879b-abd3ce681781,0.3185447048737779,0.8031255956592774,5,10,0,0,1.3534336970455236,0.8031255956592774,3.0,4.0,3.0,3.0,4.0,3.0,18.0,13.0,13.0,12.0,16.0,12.0,3.0,4.0,3.0,3.0,4.0,3.0,18.0,13.0,13.0,12.0,16.0,12.0
a85dfb7d-9ddb-7ef5-51c4-f5897d993fcb,0.2775,0.38587499999999997,3,3,0,0,1.0,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
fcc41244-4efa-4d25-a77b-68e87df93280,0.2450156850588957,0.27749999999999997,2,2,0,0,0.3840837697401137,0.27749999999999997,3.0,3.0,4.0,3.0,2.0,2.0,18.0,16.0,15.0,15.0,20.0,15.0,3.0,3.0,4.0,3.0,2.0,2.0,18.0,16.0,15.0,15.0,20.0,15.0
781502df-8c78-671b-cf9a-122f2da8379c,1.0017807744338991,0.9797672825268142,5,24,0,2,3.325227115858457,0.9828021901477921,4.0,4.0,5.0,4.0,4.0,4.0,17.0,11.0,10.0,11.0,16.0,10.0,4.0,4.0,5.0,4.0,4.0,4.0,17.0,11.0,10.0,11.0,16.0,10.0
e9a14aff-65e4-7130-f67c-1f4210c4050a,0.15,0.0,3,0,11,0,3.8196341365378617,1.0334686487379225,6.0,6.0,6.0,6.0,6.0,6.0,25.0,17.0,18.0,17.0,21.0,17.0,6.0,6.0,6.0,6.0,6.0,6.0,25.0,17.0,18.0,17.0,21.0,17.0
733f9226-b95b-4084-b191-e0caab270170,0.15255,0.15,1,1,0,0,0.4389940660369377,0.15,3.0,5.0,5.0,5.0,5.0,3.0,31.0,26.0,22.0,25.0,30.0,22.0,3.0,5.0,5.0,5.0,5.0,3.0,31.0,26.0,22.0,25.0,30.0,22.0
ade54cc8-1aa1-90c3-d343-625cb67cbf6a,0.3677873182363622,0.8326567563103858,5,11,0,0,1.4434379859164692,0.8326567563103858,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0
bac1efaf-5932-4f2e-8776-71c373b5f36c,0.23500000000000001,0.27749999999999997,2,2,0,0,0.581744279992319,0.27749999999999997,4.0,5.0,5.0,5.0,4.0,4.0,23.0,18.0,17.0,18.0,21.0,17.0,4.0,5.0,5.0,5.0,4.0,4.0,23.0,18.0,17.0,18.0,21.0,17.0
1d7e9f7c-f5c2-4a7e-81ec-428b1027ba1d,0.15,0.0,3,0,3,0,0.7552516161181111,0.38587499999999997,5.0,5.0,5.0,4.0,5.0,4.0,31.0,24.0,24.0,23.0,27.0,23.0,5.0,5.0,5.0,4.0,5.0,4.0,31.0,24.0,24.0,23.0,27.0,23.0
81d0b692-dd1d-4f3a-862d-1f9e76398258,0.160625,0.15,1,1,0,0,0.28315522791020026,0.15,5.0,5.0,4.0,4.0,4.0,4.0,18.0,13.0,13.0,12.0,18.0,12.0,5.0,5.0,4.0,4.0,4.0,4.0,18.0,13.0,13.0,12.0,18.0,12.0
cb499a08-d234-7b87-6189-4d4ae6e539db,0.15408642125000596,0.27749999999999997,2,2,0,0,0.5552411844559918,0.27749999999999997,3.0,4.0,4.0,5.0,4.0,3.0,23.0,16.0,15.0,16.0,20.0,15.0,3.0,4.0,4.0,5.0,4.0,3.0,23.0,16.0,15.0,16.0,20.0,15.0
98b03fbb-3bda-7e61-f253-96b54c68b629,0.5607919818435608,0.8031255956592774,5,10,0,2,1.515555894619439,0.8621879169614941,3.0,4.0,5.0,5.0,4.0,3.0,19.0,15.0,12.0,14.0,18.0,12.0,3.0,4.0,5.0,5.0,4.0,3.0,19.0,15.0,12.0,14.0,18.0,12.0
c14f321c-6c4b-39e2-4d8a-b4ad6490f4a4,0.21374999999999997,0.38587499999999997,3,3,0,0,0.5515137312280787,0.38587499999999997,6.0,5.0,5.0,5.0,5.0,5.0,17.0,12.0,11.0,11.0,15.0,11.0,6.0,5.0,5.0,5.0,5.0,5.0,17.0,12.0,11.0,11.0,15.0,11.0
32b9e4b7-b461-4ddc-8a5f-15834d228e05,0.2775,0.38587499999999997,3,3,0,0,1.0,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
2d296802-0ac2-3ee5-5d07-4e9383655a72,0.3496225322703113,0.7275094749609375,5,8,382,333,34.075018151490276,0.9999999999999997,2.0,3.0,3.0,3.0,3.0,2.0,15.0,10.0,10.0,10.0,13.0,10.0,2.0,3.0,3.0,3.0,3.0,2.0,15.0,10.0,10.0,10.0,13.0,10.0
b83e916a-4cf1-62fb-8b8e-2c01dca31928,0.4467601844014512,0.8790945064342538,5,13,0,4,1.4125158274365714,0.8790945064342538,3.0,4.0,3.0,5.0,4.0,3.0,18.0,14.0,14.0,14.0,17.0,14.0,3.0,4.0,3.0,5.0,4.0,3.0,18.0,14.0,14.0,14.0,17.0,14.0
1bc04067-60a2-45ce-9a33-90b00280ef11,0.40499999999999997,0.622850484375,3,6,0,0,1.4416510262584659,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
4d9830ef-aecd-47d7-b1f7-0772566b06e1,0.21374999999999997,0.38587499999999997,3,3,0,0,0.622413642315388,0.38587499999999997,3.0,5.0,4.0,4.0,4.0,3.0,18.0,12.0,10.0,12.0,17.0,10.0,3.0,5.0,4.0,4.0,4.0,3.0,18.0,12.0,10.0,12.0,17.0,10.0
897cb229-1a5e-495a-baf3-dabbf4c36809,0.15166522740765775,0.15,1,1,0,0,0.249296944584338,0.15,3.0,3.0,3.0,3.0,3.0,3.0,16.0,15.0,13.0,13.0,18.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,15.0,13.0,13.0,18.0,13.0
6ebd58db-f0d7-423e-89c4-b4876ee7793b,0.1825111853939979,0.622850484375,5,6,0,0,1.147749077282769,0.622850484375,4.0,4.0,5.0,3.0,4.0,3.0,25.0,19.0,17.0,17.0,21.0,17.0,4.0,4.0,5.0,3.0,4.0,3.0,25.0,19.0,17.0,17.0,21.0,17.0
44f47b56-39a0-f880-250d-9b0b38c863cf,1.3214722338061993,0.9971220627149744,5,36,0,6,4.350408561858474,0.9988488250859898,3.0,3.0,3.0,3.0,4.0,3.0,18.0,10.0,12.0,13.0,15.0,10.0,3.0,3.0,3.0,3.0,4.0,3.0,18.0,10.0,12.0,13.0,15.0,10.0
05d86d90-05e0-ff5a-f01c-87f4eb5af5b8,0.31883674589773586,0.47799375,4,4,0,0,0.508599015652973,0.47799375,3.0,4.0,3.0,3.0,4.0,3.0,22.0,17.0,15.0,16.0,20.0,15.0,3.0,4.0,3.0,3.0,4.0,3.0,22.0,17.0,15.0,16.0,20.0,15.0
72669323-398d-35d8-55b7-dda7efc8fce4,0.4304192934782608,0.67942291171875,3,7,0,0,1.3839825292723116,0.67942291171875,3.0,5.0,5.0,5.0,5.0,3.0,24.0,20.0,18.0,18.0,21.0,18.0,3.0,5.0,5.0,5.0,5.0,3.0,24.0,20.0,18.0,18.0,21.0,18.0
247182b2-6519-4d7e-8df8-5a77329e7b83,0.27749999999999997,0.15,1,1,0,0,1.0,1.0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
f8fd9bac-a05e-4a20-8346-2429ae8829e0,0.16275,0.15,1,1,0,0,0.38494127265836714,0.15,3.0,5.0,5.0,5.0,5.0,3.0,31.0,27.0,22.0,28.0,30.0,22.0,3.0,5.0,5.0,5.0,5.0,3.0,31.0,27.0,22.0,28.0,30.0,22.0
356d9d28-2251-125d-c1d2-fbf4ddee9670,0.3545506412076206,0.9761968029727226,5,23,0,18,2.2770023674336675,0.9761968029727226,3.0,5.0,5.0,5.0,4.0,3.0,16.0,13.0,11.0,13.0,14.0,11.0,3.0,5.0,5.0,5.0,4.0,3.0,16.0,13.0,11.0,13.0,14.0,11.0
d7ff01dc-091b-084c-815c-50f6a5ffbbb1,0.2775,0.38587499999999997,3,3,3,0,1.2981815708445317,0.622850484375,5.0,4.0,4.0,4.0,5.0,4.0,30.0,25.0,23.0,23.0,27.0,23.0,5.0,4.0,4.0,4.0,5.0,4.0,30.0,25.0,23.0,23.0,27.0,23.0
681c93be-6c06-ec23-c5fa-d27e21a67652,0.6242424812030074,0.8031255956592774,5,10,0,5,1.6635040246258856,0.8917190776126026,5.0,5.0,5.0,5.0,5.0,5.0,20.0,15.0,15.0,14.0,19.0,14.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,15.0,15.0,14.0,19.0,14.0
b9b11b3d-3974-c7f9-4a91-e5719bc4bbb7,0.6494723723910318,0.9999841332876445,5,68,1,25,5.071542654457438,0.9999905593061486,3.0,2.0,3.0,3.0,3.0,2.0,15.0,8.0,8.0,10.0,14.0,8.0,3.0,2.0,3.0,3.0,3.0,2.0,15.0,8.0,8.0,10.0,14.0,8.0
693f9c7d-1517-4f37-8943-544bba3d305a,0.4049999999999999,0.47799375,2,4,7,0,4.005302793747022,0.9832656756310385,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
2e4f2138-630d-47e3-a5e5-2c5538ab8755,0.15,0.0,5,0,6,0,0.6871615886434329,0.622850484375,2.0,4.0,4.0,4.0,3.0,2.0,18.0,15.0,14.0,15.0,20.0,14.0,2.0,4.0,4.0,4.0,3.0,2.0,18.0,15.0,14.0,15.0,20.0,14.0
0abd1e6c-f7df-75e5-01a2-d57bbef92f5d,0.15,0.0,1,0,1,0,0.3486890269305087,0.15,5.0,4.0,5.0,5.0,5.0,4.0,29.0,24.0,23.0,23.0,28.0,23.0,5.0,4.0,5.0,5.0,5.0,4.0,29.0,24.0,23.0,23.0,28.0,23.0
949d20c1-5cef-768e-c2fd-f777f88f5397,0.21435868904965144,0.5562946875,3,5,0,0,0.8329560530600725,0.5562946875,3.0,3.0,5.0,4.0,4.0,3.0,24.0,18.0,18.0,19.0,23.0,18.0,3.0,3.0,5.0,4.0,4.0,3.0,24.0,18.0,18.0,19.0,23.0,18.0
91a457fc-0a5b-44bb-9477-abf28ea83b5e,0.15,0.0,1,0,1,0,0.35702333303743805,0.15,6.0,5.0,6.0,6.0,5.0,5.0,30.0,26.0,24.0,25.0,28.0,24.0,6.0,5.0,6.0,6.0,5.0,5.0,30.0,26.0,24.0,25.0,28.0,24.0
d4337a8d-5199-40ec-9633-f0c6028b4ebf,0.40499999999999997,0.622850484375,3,6,0,0,1.4416510262584659,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
5751a926-0316-6b4f-37be-d95908afb97f,0.405,0.47799375,3,4,0,0,1.4416510262584663,0.5562946875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
c12b5c2c-1d18-498d-b370-a80c732c5ba4,0.21374999999999997,0.38587499999999997,3,3,0,0,0.6350332385193608,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
7cdaea1d-0649-4b85-901e-2844c6de858e,0.27495,0.47799375,3,4,0,2,1.0345325733771271,0.47799375,5.0,5.0,5.0,5.0,6.0,5.0,28.0,23.0,21.0,20.0,26.0,20.0,5.0,5.0,5.0,5.0,6.0,5.0,28.0,23.0,21.0,20.0,26.0,20.0
fd55270c-43bf-8aae-b057-f3690f98606d,0.21374999999999997,0.38587499999999997,3,3,0,0,0.69039907819185,0.38587499999999997,5.0,6.0,7.0,7.0,7.0,5.0,22.0,20.0,19.0,17.0,22.0,17.0,5.0,6.0,7.0,7.0,7.0,5.0,22.0,20.0,19.0,17.0,22.0,17.0
6d8c5ff7-e8aa-ecae-dcd6-5efd93f20039,0.16233870967741937,0.38587499999999997,5,3,4,0,0.8141800483810934,0.67942291171875,4.0,4.0,3.0,4.0,4.0,3.0,16.0,11.0,8.0,11.0,15.0,8.0,4.0,4.0,3.0,4.0,4.0,3.0,16.0,11.0,8.0,11.0,15.0,8.0
