__id,pr_0,w_pr_0,kc_0,in_deg_0,out_deg_0,tri_0,pr_1,w_pr_1,spath_top_1_0,spath_top_1_1,spath_top_1_2,spath_top_1_3,spath_top_1_4,spath_top_min_1,w_spath_top_1_0,w_spath_top_1_1,w_spath_top_1_2,w_spath_top_1_3,w_spath_top_1_4,w_spath_top_min_1,spath_top_2_0,spath_top_2_1,spath_top_2_2,spath_top_2_3,spath_top_2_4,spath_top_min_2,w_spath_top_2_0,w_spath_top_2_1,w_spath_top_2_2,w_spath_top_2_3,w_spath_top_2_4,w_spath_top_min_2
c5642f4d-a1ce-4e59-8d02-0e745999222a,0.3027478813559322,0.47799375,3,4,0,0,0.9795613518366459,0.5562946875,5.0,4.0,5.0,5.0,5.0,4.0,30.0,25.0,23.0,24.0,27.0,23.0,5.0,4.0,5.0,5.0,5.0,4.0,30.0,25.0,23.0,24.0,27.0,23.0
21d1a828-dc91-36fa-1bab-edbef7ba3474,0.34311647300519527,0.857758242863828,5,12,0,3,1.3269599349477148,0.857758242863828,3.0,3.0,3.0,3.0,4.0,3.0,13.0,9.0,8.0,9.0,13.0,8.0,3.0,3.0,3.0,3.0,4.0,3.0,13.0,9.0,8.0,9.0,13.0,8.0
84766ea2-2965-c71d-c17e-b66d888a517b,0.21375,0.15,1,1,0,0,0.3796974491452423,0.15,5.0,5.0,5.0,5.0,5.0,5.0,20.0,14.0,15.0,16.0,19.0,14.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,14.0,15.0,16.0,19.0,14.0
a1c3b630-86e3-85b0-16f0-d48b90bde147,0.15344594594594593,0.15,1,1,0,0,0.2521568905423588,0.15,4.0,6.0,6.0,6.0,6.0,4.0,21.0,14.0,14.0,13.0,19.0,13.0,4.0,6.0,6.0,6.0,6.0,4.0,21.0,14.0,14.0,13.0,19.0,13.0
051965e2-db4b-88df-dce3-38f721c9d27d,0.15364285714285714,0.15,1,1,0,0,0.27973344152857305,0.15,4.0,4.0,4.0,4.0,4.0,4.0,18.0,11.0,12.0,10.0,17.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,18.0,11.0,12.0,10.0,17.0,10.0
5330061d-6bfb-469d-b25d-ae117518db8c,0.2775,0.38587499999999997,3,3,0,0,1.0,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
0a4df506-bdc4-79f0-82f5-27fedf94265f,0.17124999999999999,0.15,1,1,0,0,0.28519922093920635,0.15,5.0,5.0,5.0,5.0,6.0,5.0,21.0,13.0,15.0,16.0,18.0,13.0,5.0,5.0,5.0,5.0,6.0,5.0,21.0,13.0,15.0,16.0,18.0,13.0
cef320e5-e192-a148-0874-dfab596f457f,0.2141559416603344,0.9368865766993457,5,17,0,7,1.7692651855112218,0.9368865766993457,3.0,3.0,3.0,3.0,4.0,3.0,16.0,12.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,3.0,4.0,3.0,16.0,12.0,10.0,10.0,10.0,10.0
5974eef3-2a76-75b5-5484-6bd7b25a9993,0.1510858604651373,0.15,1,1,0,0,0.27370067297383965,0.15,3.0,4.0,3.0,5.0,4.0,3.0,21.0,16.0,13.0,17.0,20.0,13.0,3.0,4.0,3.0,5.0,4.0,3.0,21.0,16.0,13.0,17.0,20.0,13.0
c2642b06-f3ba-c60d-a5d3-3a992d6bcf4b,0.1929185900879622,0.8972303304691157,5,14,0,5,1.0999530551790628,0.8972303304691157,3.0,3.0,3.0,3.0,3.0,3.0,17.0,11.0,11.0,10.0,14.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,11.0,11.0,10.0,14.0,10.0
4faf0f23-ded3-06d7-88d2-84963000e568,0.34124999999999994,0.622850484375,3,6,0,0,1.2982456030107459,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
6d210fb2-0ad2-8938-421f-8dfda1d3314c,0.19781249999999997,0.38587499999999997,5,3,15,2,1.8493379330592055,0.9463535901944439,3.0,3.0,4.0,4.0,3.0,3.0,20.0,15.0,12.0,14.0,18.0,12.0,3.0,3.0,4.0,4.0,3.0,3.0,20.0,15.0,12.0,14.0,18.0,12.0
6a8727ba-0f72-4d2d-8bed-df1e48581d91,0.1593811809169579,0.15,1,1,0,0,0.3121897475440041,0.15,3.0,4.0,5.0,5.0,5.0,3.0,21.0,17.0,12.0,17.0,20.0,12.0,3.0,4.0,5.0,5.0,5.0,3.0,21.0,17.0,12.0,17.0,20.0,12.0
06e8e923-bd14-7c12-7c19-d04a6845a412,0.16912499999999997,0.38587499999999997,3,3,0,0,0.4913424475358633,0.38587499999999997,5.0,4.0,4.0,5.0,4.0,4.0,19.0,13.0,9.0,12.0,13.0,9.0,5.0,4.0,4.0,5.0,4.0,4.0,19.0,13.0,9.0,12.0,13.0,9.0
0603064e-9866-4ec8-b56e-44043b1ef15e,0.40499999999999997,0.622850484375,3,6,0,0,1.4416510262584659,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
4f9dac83-4f61-579d-d847-7f95a54645b8,0.181875,0.15,1,1,0,0,0.3286031840475968,0.15,5.0,7.0,7.0,7.0,6.0,5.0,19.0,15.0,14.0,11.0,17.0,11.0,5.0,7.0,7.0,7.0,6.0,5.0,19.0,15.0,14.0,11.0,17.0,11.0
6ade0afd-5aee-fbc6-70c9-72711ae4f2d0,0.1608243794952877,0.27749999999999997,2,2,0,0,0.5736159527236256,0.27749999999999997,3.0,5.0,5.0,5.0,5.0,3.0,24.0,21.0,21.0,21.0,23.0,21.0,3.0,5.0,5.0,5.0,5.0,3.0,24.0,21.0,21.0,21.0,23.0,21.0
ff6207c0-fcf7-4a25-9ca9-ecdb5b22251c,0.5617583739179832,0.8790945064342538,4,13,0,0,2.180854087726878,0.8790945064342538,3.0,4.0,3.0,4.0,5.0,3.0,20.0,17.0,12.0,16.0,20.0,12.0,3.0,4.0,3.0,4.0,5.0,3.0,20.0,17.0,12.0,16.0,20.0,12.0
1b084b09-61ee-bdd6-d70e-09f46b47ce2a,0.3611188248184509,0.67942291171875,3,7,0,0,1.304898471917042,0.67942291171875,3.0,4.0,4.0,5.0,4.0,3.0,14.0,13.0,11.0,11.0,15.0,11.0,3.0,4.0,4.0,5.0,4.0,3.0,14.0,13.0,11.0,11.0,15.0,11.0
b6f4021b-e6d6-50a1-ae81-a23850b91100,0.4203955261539107,0.67942291171875,3,7,0,0,1.2905155548085572,0.67942291171875,3.0,3.0,3.0,3.0,3.0,3.0,20.0,16.0,15.0,14.0,18.0,14.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,16.0,15.0,14.0,18.0,14.0
4654ce6b-c7dd-1b92-17a5-415263ff2ee1,0.4162580729166666,0.67942291171875,3,7,0,0,1.5049592264094238,0.67942291171875,4.0,5.0,5.0,6.0,6.0,4.0,25.0,20.0,16.0,19.0,23.0,16.0,4.0,5.0,5.0,6.0,6.0,4.0,25.0,20.0,16.0,19.0,23.0,16.0
d2e72808-4cdf-0183-631e-758075df08b7,0.5560875,0.7275094749609375,3,8,0,0,1.9633788149893483,0.7683830537167969,5.0,5.0,5.0,5.0,5.0,5.0,32.0,27.0,27.0,27.0,32.0,27.0,5.0,5.0,5.0,5.0,5.0,5.0,32.0,27.0,27.0,27.0,32.0,27.0
3b3d6992-3fdd-fe60-f308-8a24bc5436ba,0.5472350138970395,0.9853818616256234,5,26,0,6,2.300706535899654,0.9853818616256234,3.0,3.0,3.0,3.0,3.0,3.0,15.0,10.0,10.0,10.0,14.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,15.0,10.0,10.0,10.0,14.0,10.0
573c72f2-b853-3df7-95a5-298a0dc2306f,0.4246153846153845,0.5562946875,5,5,10,2,1.9852495225067914,0.9257489137639361,2.0,4.0,4.0,4.0,4.0,2.0,18.0,13.0,9.0,12.0,14.0,9.0,2.0,4.0,4.0,4.0,4.0,2.0,18.0,13.0,9.0,12.0,14.0,9.0
bea8c029-8615-41f6-a8c7-8e72c837a03a,0.1602554347826087,0.15,1,1,0,0,0.3149314476989121,0.15,5.0,5.0,5.0,5.0,5.0,5.0,28.0,24.0,23.0,22.0,26.0,22.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,24.0,23.0,22.0,26.0,22.0
81eed08b-f7c4-8d04-dadb-4badec05a61f,0.15333078265572692,0.15,1,1,0,0,0.2589981373234578,0.15,3.0,4.0,4.0,5.0,4.0,3.0,22.0,16.0,15.0,13.0,20.0,13.0,3.0,4.0,4.0,5.0,4.0,3.0,22.0,16.0,15.0,13.0,20.0,13.0
7e4865f2-4812-3f44-c34d-9763ccae604a,0.949996792371006,0.9989145873469535,5,42,0,12,4.196521138526148,0.9989145873469535,3.0,3.0,3.0,3.0,4.0,3.0,15.0,11.0,9.0,8.0,15.0,8.0,3.0,3.0,3.0,3.0,4.0,3.0,15.0,11.0,9.0,8.0,15.0,8.0
517e070b-98ff-1a47-d062-66d2123a013d,0.8989293093069513,0.9761968029727226,4,7,0,0,1.0874862324383483,0.67942291171875,3.0,4.0,5.0,4.0,4.0,3.0,21.0,19.0,15.0,17.0,21.0,15.0,3.0,4.0,5.0,4.0,4.0,3.0,21.0,19.0,15.0,17.0,21.0,15.0
30aa4597-8542-57da-c8b1-0d74952dea36,0.15201332042011018,0.15,1,1,0,0,0.24654247708412436,0.15,4.0,5.0,5.0,5.0,5.0,4.0,25.0,19.0,18.0,19.0,24.0,18.0,4.0,5.0,5.0,5.0,5.0,4.0,25.0,19.0,18.0,19.0,24.0,18.0
0fd79165-5d68-e422-ef4c-62347a4897d9,1.0636759931365347,0.9797672825268142,5,24,0,3,3.2491395997864467,0.9797672825268142,3.0,3.0,3.0,3.0,4.0,3.0,16.0,12.0,11.0,11.0,15.0,11.0,3.0,3.0,3.0,3.0,4.0,3.0,16.0,12.0,11.0,11.0,15.0,11.0
6c21afd2-7c4f-1466-8abb-6dc8cfaed004,0.1615909090909091,0.15,1,1,0,0,0.3904104669610108,0.15,5.0,5.0,5.0,6.0,5.0,5.0,27.0,25.0,24.0,24.0,27.0,24.0,5.0,5.0,5.0,6.0,5.0,5.0,27.0,25.0,24.0,24.0,27.0,24.0
8d4ed199-ffae-44d7-83b1-1c5516d06bcd,0.2340703125,0.15,1,1,0,0,0.3563152511960238,0.15,6.0,5.0,6.0,6.0,6.0,5.0,24.0,19.0,17.0,18.0,22.0,17.0,6.0,5.0,6.0,6.0,6.0,5.0,24.0,19.0,17.0,18.0,22.0,17.0
f6eac6f8-fa68-4b0f-0af1-d27ef1a4a2da,0.4368749999999999,0.8326567563103858,4,11,0,0,1.627340375721529,0.8326567563103858,4.0,3.0,4.0,5.0,2.0,2.0,18.0,12.0,10.0,10.0,15.0,10.0,4.0,3.0,4.0,5.0,2.0,2.0,18.0,12.0,10.0,10.0,15.0,10.0
ea677995-fbd2-8134-4a58-5ca747d68a1b,0.31039505319437016,0.7683830537167969,5,9,0,0,1.0004823533778586,0.7683830537167969,3.0,4.0,3.0,3.0,4.0,3.0,22.0,17.0,17.0,17.0,20.0,17.0,3.0,4.0,3.0,3.0,4.0,3.0,22.0,17.0,17.0,17.0,20.0,17.0
6a8ab5d4-8b49-335f-69b5-a946edfd2833,2.011832759338213,0.9999999984955918,5,125,0,44,9.988427402481545,0.9999999984955918,3.0,3.0,3.0,3.0,2.0,2.0,14.0,9.0,8.0,10.0,14.0,8.0,3.0,3.0,3.0,3.0,2.0,2.0,14.0,9.0,8.0,10.0,14.0,8.0
28a9c241-e49d-f8aa-8d97-60d7d226f439,0.6248998654838592,0.9368865766993457,5,17,0,4,1.9643041837266033,0.9463535901944439,3.0,3.0,3.0,3.0,4.0,3.0,17.0,13.0,14.0,13.0,17.0,13.0,3.0,3.0,3.0,3.0,4.0,3.0,17.0,13.0,14.0,13.0,17.0,13.0
5c43a0a7-6ce7-1f09-1771-9a22a6df1466,0.43669100329556715,0.7683830537167969,5,9,0,4,1.0547140807990498,0.8378681376017578,3.0,4.0,3.0,4.0,4.0,3.0,19.0,12.0,11.0,11.0,16.0,11.0,3.0,4.0,3.0,4.0,4.0,3.0,19.0,12.0,11.0,11.0,16.0,11.0
ee7dc458-1070-5390-4a51-e03a03d7f9d2,0.2812458202802645,0.47799375,3,4,0,0,1.0028987971356031,0.47799375,3.0,3.0,3.0,4.0,4.0,3.0,22.0,17.0,13.0,17.0,20.0,13.0,3.0,3.0,3.0,4.0,4.0,3.0,22.0,17.0,13.0,17.0,20.0,13.0
3b2797ce-0a84-a997-1928-55f0e52531f7,0.15137136627906977,0.15,1,1,0,0,0.4057758574322542,0.15,4.0,4.0,5.0,5.0,5.0,4.0,25.0,22.0,20.0,20.0,24.0,20.0,4.0,4.0,5.0,5.0,5.0,4.0,25.0,22.0,20.0,20.0,24.0,20.0
e608e39a-d166-e7fe-02a5-563d4fc33031,0.15987483915671477,0.47799375,4,4,0,0,0.5441556388643727,0.47799375,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0
c28793ea-dc76-24fc-fafa-d1e9325387cc,0.15350051809210527,0.15,1,1,0,0,0.22248843053392833,0.15,3.0,4.0,3.0,3.0,4.0,3.0,23.0,16.0,17.0,17.0,21.0,16.0,3.0,4.0,3.0,3.0,4.0,3.0,23.0,16.0,17.0,17.0,21.0,16.0
62dfc3f3-f5d0-7804-4e93-ee0ee735a5f6,0.1755,0.15,1,1,0,0,0.3318271027068208,0.15,5.0,4.0,4.0,5.0,4.0,4.0,19.0,13.0,14.0,11.0,16.0,11.0,5.0,4.0,4.0,5.0,4.0,4.0,19.0,13.0,14.0,11.0,16.0,11.0
701bde08-4268-ea55-cd5d-a51c265744b6,0.38909437499999994,0.622850484375,3,6,0,0,1.2126283657366952,0.622850484375,5.0,6.0,5.0,5.0,6.0,5.0,31.0,26.0,23.0,25.0,29.0,23.0,5.0,6.0,5.0,5.0,6.0,5.0,31.0,26.0,23.0,25.0,29.0,23.0
44667ea8-8b4f-4f63-ba79-39ef82d441c6,0.15197219350459482,0.15,1,1,0,0,0.3053220862098523,0.15,3.0,4.0,5.0,5.0,5.0,3.0,22.0,18.0,13.0,19.0,21.0,13.0,3.0,4.0,5.0,5.0,5.0,3.0,22.0,18.0,13.0,19.0,21.0,13.0
7c0892dc-4b36-bb57-0a43-d672d17196be,0.17006197138892562,0.47799375,4,4,0,2,0.5134569396420272,0.47799375,4.0,4.0,4.0,5.0,4.0,4.0,20.0,15.0,14.0,14.0,19.0,14.0,4.0,4.0,4.0,5.0,4.0,4.0,20.0,15.0,14.0,14.0,19.0,14.0
17024f0e-8bd9-9345-cb34-6471fbc7d63a,0.2878894510582011,0.47799375,3,4,0,0,0.8008292442650022,0.47799375,3.0,3.0,3.0,5.0,4.0,3.0,21.0,17.0,14.0,17.0,21.0,14.0,3.0,3.0,3.0,5.0,4.0,3.0,21.0,17.0,14.0,17.0,21.0,14.0
b53a496d-6a79-4b60-87d4-b2c5a32b60c7,0.17167616758241758,0.15,1,1,0,0,0.2790004657446842,0.15,3.0,4.0,5.0,5.0,5.0,3.0,28.0,21.0,21.0,21.0,26.0,21.0,3.0,4.0,5.0,5.0,5.0,3.0,28.0,21.0,21.0,21.0,26.0,21.0
2bf54f4e-3d9f-4aa8-aa59-9f2fe3043131,0.15,0.0,2,0,2,0,0.5423852226877416,0.27749999999999997,5.0,4.0,5.0,5.0,5.0,4.0,29.0,24.0,22.0,22.0,27.0,22.0,5.0,4.0,5.0,5.0,5.0,4.0,29.0,24.0,22.0,22.0,27.0,22.0
0d8224c5-2ab7-31b6-a34a-18d9cb22905f,0.1755,0.15,1,1,0,0,0.3163261096183446,0.15,5.0,4.0,5.0,5.0,4.0,4.0,16.0,12.0,12.0,12.0,15.0,12.0,5.0,4.0,5.0,5.0,4.0,4.0,16.0,12.0,12.0,12.0,15.0,12.0
7f2112db-ced7-47dd-965f-68b371b3076b,0.15,0.0,3,0,3,0,0.7889363658030136,0.38587499999999997,5.0,5.0,5.0,5.0,5.0,5.0,28.0,23.0,23.0,22.0,28.0,22.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,23.0,23.0,22.0,28.0,22.0
4b83da3a-cdd7-701f-b30f-827443d1c427,0.15689444866071428,0.15,1,1,0,0,0.264375239432183,0.15,3.0,3.0,5.0,4.0,4.0,3.0,18.0,16.0,14.0,15.0,18.0,14.0,3.0,3.0,5.0,4.0,4.0,3.0,18.0,16.0,14.0,15.0,18.0,14.0
13f7f66a-40d1-4630-c8f4-7de18ab78dac,0.24562499999999998,0.38587499999999997,3,3,0,0,0.6742350896017996,0.38587499999999997,5.0,5.0,5.0,5.0,5.0,5.0,19.0,13.0,12.0,13.0,17.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,13.0,12.0,13.0,17.0,12.0
e377f762-6440-fea6-bff7-77948156b99c,0.3539999999999999,0.622850484375,3,6,0,0,1.168892803039965,0.622850484375,4.0,6.0,6.0,6.0,6.0,4.0,16.0,15.0,13.0,13.0,18.0,13.0,4.0,6.0,6.0,6.0,6.0,4.0,16.0,15.0,13.0,13.0,18.0,13.0
54b5e363-fb58-d5ac-645a-2de2b0fd030e,0.24226041666666664,0.27749999999999997,2,2,0,0,0.44573475562857423,0.27749999999999997,5.0,5.0,5.0,5.0,5.0,5.0,22.0,19.0,17.0,17.0,22.0,17.0,5.0,5.0,5.0,5.0,5.0,5.0,22.0,19.0,17.0,17.0,22.0,17.0
e5b2da17-8b25-44c9-97bc-10cb67ce6c1f,0.19249999999999998,0.27749999999999997,2,2,0,0,0.5789445202018666,0.27749999999999997,5.0,6.0,7.0,7.0,7.0,5.0,26.0,20.0,20.0,18.0,23.0,18.0,5.0,6.0,7.0,7.0,7.0,5.0,26.0,20.0,20.0,18.0,23.0,18.0
576ae4e3-e83c-4e40-5f93-836b226a2027,0.28477232142857145,0.47799375,3,4,0,0,0.9010626102130455,0.47799375,4.0,5.0,5.0,5.0,5.0,4.0,23.0,17.0,16.0,17.0,21.0,16.0,4.0,5.0,5.0,5.0,5.0,4.0,23.0,17.0,16.0,17.0,21.0,16.0
b5cf64a6-708d-4e64-8fd9-0c41329a0f58,0.2224017857142857,0.15,1,1,0,0,0.2883368928790727,0.15,3.0,5.0,5.0,5.0,5.0,3.0,29.0,22.0,22.0,24.0,27.0,22.0,3.0,5.0,5.0,5.0,5.0,3.0,29.0,22.0,22.0,24.0,27.0,22.0
1f767387-f21a-ad82-f267-56fb178276cd,0.15554347826086956,0.15,1,1,0,0,0.32983539691006225,0.15,5.0,6.0,6.0,6.0,6.0,5.0,20.0,15.0,14.0,14.0,16.0,14.0,5.0,6.0,6.0,6.0,6.0,5.0,20.0,15.0,14.0,14.0,16.0,14.0
4be45105-ba0c-f1b3-c65c-fa743198019b,0.34364821428571424,0.15,1,1,0,0,0.2853298504841195,0.15,5.0,5.0,5.0,5.0,5.0,5.0,22.0,17.0,17.0,14.0,21.0,14.0,5.0,5.0,5.0,5.0,5.0,5.0,22.0,17.0,17.0,14.0,21.0,14.0
7aa2283f-b371-9bfc-c2b8-936437e0d0c2,0.17199926389400075,0.47799375,4,4,0,2,0.5514688780176363,0.47799375,3.0,5.0,5.0,4.0,5.0,3.0,22.0,15.0,14.0,16.0,20.0,14.0,3.0,5.0,5.0,4.0,5.0,3.0,22.0,15.0,14.0,16.0,20.0,14.0
3bb32926-07d4-13ae-5724-0fce204b0e48,0.31392857142857145,0.38587499999999997,5,3,7,3,1.0529748116103663,0.8326567563103858,3.0,4.0,2.0,4.0,4.0,2.0,18.0,13.0,11.0,12.0,15.0,11.0,3.0,4.0,2.0,4.0,4.0,2.0,18.0,13.0,11.0,12.0,15.0,11.0
e2674b7c-3ace-4baa-81f6-df10a54ed125,0.15355049429736928,0.15,1,1,0,0,0.23791725000910272,0.15,4.0,5.0,5.0,5.0,5.0,4.0,24.0,17.0,16.0,19.0,23.0,16.0,4.0,5.0,5.0,5.0,5.0,4.0,24.0,17.0,16.0,19.0,23.0,16.0
7ccb725f-1cd7-4a58-855e-4b177ed85521,0.43159285714285717,0.47799375,2,4,0,0,1.3425296318955402,0.6345956249999999,5.0,5.0,5.0,5.0,4.0,4.0,30.0,25.0,24.0,22.0,28.0,22.0,5.0,5.0,5.0,5.0,4.0,4.0,30.0,25.0,24.0,22.0,28.0,22.0
72d8c75a-8638-4f26-b837-98c6a4cdfeef,0.5866756944444443,0.8326567563103858,3,11,0,0,1.8956305465883367,0.8326567563103858,3.0,5.0,5.0,4.0,4.0,3.0,24.0,18.0,18.0,18.0,22.0,18.0,3.0,5.0,5.0,4.0,4.0,3.0,24.0,18.0,18.0,18.0,22.0,18.0
185e0408-e038-0014-ce16-9c562cc39143,0.7507790669552438,0.9828021901477921,5,25,0,7,2.780324575159804,0.9853818616256234,4.0,4.0,4.0,4.0,4.0,4.0,15.0,11.0,9.0,10.0,15.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,15.0,11.0,9.0,10.0,15.0,9.0
5ecd0513-2e11-ec28-6fb5-103eb6874358,0.1551701935483871,0.15,1,1,0,0,0.30947428617504535,0.15,5.0,5.0,5.0,5.0,6.0,5.0,29.0,24.0,22.0,22.0,25.0,22.0,5.0,5.0,5.0,5.0,6.0,5.0,29.0,24.0,22.0,22.0,25.0,22.0
b93ef600-05be-4601-94d9-351ef885da07,0.5271406217767114,0.9257489137639361,5,16,0,0,1.8416782885884015,0.9257489137639361,3.0,4.0,3.0,3.0,4.0,3.0,20.0,13.0,13.0,12.0,17.0,12.0,3.0,4.0,3.0,3.0,4.0,3.0,20.0,13.0,13.0,12.0,17.0,12.0
38f3f317-87f0-82b8-514f-9fe3c24da62c,0.4107086979297095,0.7275094749609375,3,8,0,0,1.5172242804685199,0.7275094749609375,3.0,3.0,4.0,3.0,4.0,3.0,21.0,16.0,14.0,17.0,19.0,14.0,3.0,3.0,4.0,3.0,4.0,3.0,21.0,16.0,14.0,17.0,19.0,14.0
c5e3826d-92ce-4906-bebe-4f550136d078,0.41299074480915926,0.7275094749609375,3,8,0,0,1.3845023010902606,0.7275094749609375,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0
ffad8a5c-c774-436f-b466-5c96af8cc103,0.22638632751771354,0.15,1,1,0,0,0.2583367166999112,0.15,3.0,3.0,3.0,4.0,4.0,3.0,21.0,16.0,14.0,12.0,16.0,12.0,3.0,3.0,3.0,4.0,4.0,3.0,21.0,16.0,14.0,12.0,16.0,12.0
816709cf-66a4-dc98-6f20-c892bc4e085a,0.6955495215311005,0.7683830537167969,3,9,0,0,2.1982056253099813,0.8726106795442383,3.0,5.0,5.0,5.0,4.0,3.0,25.0,21.0,20.0,19.0,24.0,19.0,3.0,5.0,5.0,5.0,4.0,3.0,25.0,21.0,20.0,19.0,24.0,19.0
bafdde1d-ce22-4474-aa44-4f34a324e83b,0.15352122636269017,0.15,1,1,0,0,0.29637470764671103,0.15,3.0,4.0,3.0,5.0,4.0,3.0,20.0,16.0,16.0,15.0,20.0,15.0,3.0,4.0,3.0,5.0,4.0,3.0,20.0,16.0,16.0,15.0,20.0,15.0
baf5cd73-60d4-43a7-a640-3fc54f8281a5,0.15088459056339495,0.15,1,1,0,0,0.3186300070103586,0.15,3.0,4.0,3.0,5.0,4.0,3.0,26.0,20.0,17.0,20.0,23.0,17.0,3.0,4.0,3.0,5.0,4.0,3.0,26.0,20.0,17.0,20.0,23.0,17.0
8a37d514-8161-44f2-9a57-56a7e180fd26,0.55151875,0.8031255956592774,3,10,0,0,1.9642529330548482,0.8031255956592774,5.0,6.0,6.0,6.0,6.0,5.0,30.0,24.0,25.0,25.0,30.0,24.0,5.0,6.0,6.0,6.0,6.0,5.0,30.0,24.0,25.0,25.0,30.0,24.0
4c207e22-754d-41d9-83f0-62401a5d61f2,0.15796875,0.15,1,1,0,0,0.32492904046294,0.15,4.0,5.0,5.0,5.0,5.0,4.0,29.0,25.0,23.0,23.0,26.0,23.0,4.0,5.0,5.0,5.0,5.0,4.0,29.0,25.0,23.0,23.0,26.0,23.0
43ac6c2f-65ec-5b40-89d6-ab9d4c4988ef,3.3788343684384317,0.9999999998181088,5,138,0,46,11.996227257151393,0.9999999999272435,3.0,2.0,3.0,2.0,2.0,2.0,16.0,9.0,9.0,10.0,13.0,9.0,3.0,2.0,3.0,2.0,2.0,2.0,16.0,9.0,9.0,10.0,13.0,9.0
5f406211-adf0-4a31-b69f-43aa1386cb43,0.29289552615391073,0.47799375,3,4,0,0,0.7966124511687334,0.47799375,3.0,3.0,3.0,3.0,3.0,3.0,20.0,16.0,15.0,14.0,18.0,14.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,16.0,15.0,14.0,18.0,14.0
97678d5a-285b-22bf-18cb-9f96279e9aec,0.18825000000000003,0.38587499999999997,3,3,0,0,0.4607821841392266,0.38587499999999997,4.0,3.0,4.0,4.0,4.0,3.0,18.0,9.0,10.0,12.0,14.0,9.0,4.0,3.0,4.0,4.0,4.0,3.0,18.0,9.0,10.0,12.0,14.0,9.0
7a9b9e3a-88db-b5d7-a972-9faa8d840ff2,0.18966666666666665,0.27749999999999997,3,2,1,0,0.5522138162737411,0.38587499999999997,4.0,3.0,3.0,3.0,4.0,3.0,21.0,15.0,15.0,15.0,19.0,15.0,4.0,3.0,3.0,3.0,4.0,3.0,21.0,15.0,15.0,15.0,19.0,15.0
3b39a701-f16e-4a27-3c9d-c60be8f100f5,0.4378084821428571,0.67942291171875,3,7,0,0,1.5226646137712498,0.7275094749609375,4.0,5.0,5.0,5.0,5.0,4.0,25.0,20.0,17.0,20.0,24.0,17.0,4.0,5.0,5.0,5.0,5.0,4.0,25.0,20.0,17.0,20.0,24.0,17.0
133dc95e-11a2-ff70-70ae-b5eb99a86648,0.5511797454777365,0.8972303304691157,5,14,0,1,1.838589900454899,0.8972303304691157,4.0,5.0,4.0,5.0,5.0,4.0,15.0,12.0,10.0,10.0,13.0,10.0,4.0,5.0,4.0,5.0,5.0,4.0,15.0,12.0,10.0,10.0,13.0,10.0
fc0a07d7-dea8-479b-5e50-6e7272e3d9b0,0.15330000886688872,0.15,1,1,0,0,0.2835094443211809,0.15,3.0,4.0,4.0,5.0,4.0,3.0,22.0,17.0,13.0,17.0,21.0,13.0,3.0,4.0,4.0,5.0,4.0,3.0,22.0,17.0,13.0,17.0,21.0,13.0
382a71d4-f17d-2d21-5b46-0768a5672d2a,0.2916666666666667,0.47799375,3,4,0,0,0.9131088172413317,0.47799375,5.0,4.0,4.0,4.0,4.0,4.0,18.0,11.0,11.0,11.0,16.0,11.0,5.0,4.0,4.0,4.0,4.0,4.0,18.0,11.0,11.0,11.0,16.0,11.0
048a964c-60cd-6dd4-02f3-3c9a27366482,1.319484762790648,0.9999417715080066,5,60,0,10,5.559606119194596,0.9999505057818056,2.0,3.0,3.0,3.0,3.0,2.0,16.0,11.0,9.0,10.0,15.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,16.0,11.0,9.0,10.0,15.0,9.0
