uuid,in_deg_1,out_deg_1,kc_3,w_pr_1,w_spath_top_3_0,w_spath_top_3_1,w_spath_top_3_2,w_spath_top_3_3,w_spath_top_3_4,w_spath_top_min_3
d85793f8-ebf1-d871-caee-a0e8033b18c4,4,4,5,0.47799375,18.0,10.0,12.0,12.0,16.0,10.0
ad9a216d-772f-011e-2fad-76cc75166310,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
a9a73b8b-ffcb-faf3-f972-17631867a729,2,2,4,0.2775,22.0,16.0,15.0,16.0,19.0,15.0
224f80f7-54f8-b8cf-ebb7-43def3b18f06,2,2,2,0.2775,22.0,18.0,16.0,17.0,21.0,16.0
50e1f95f-5c9b-aa4b-c0cf-4cb651f2149d,2,2,2,0.2775,19.0,14.0,11.0,13.0,17.0,11.0
18fb852f-61d1-0d25-7d82-7dec27f26a0e,4,4,5,0.47799375,26.0,18.0,20.0,18.0,21.0,18.0
b8c64ced-3a96-cd71-d9a7-a3519e353e5c,9,9,5,0.7683830537167969,18.0,14.0,14.0,13.0,18.0,13.0
b1228883-5562-451f-bc2a-d5ee6e9cffb0,9,9,5,0.7683830537167969,18.0,13.0,13.0,13.0,17.0,13.0
122a07b5-e5eb-4a79-bff6-35bd9d0e446f,1,1,2,0.15,36.0,30.0,30.0,29.0,30.0,29.0
f25ac935-b72f-d3a5-5f7d-57534a2ed454,12,12,5,0.857758242863828,15.0,10.0,8.0,11.0,14.0,8.0
48ee0650-ed92-f207-2718-020a93884aba,102,102,5,0.999999993679806,20.0,15.0,14.0,12.0,18.0,12.0
a41f1920-3cf3-8881-2d78-cfce36307fb1,15,15,5,0.9126457808987484,17.0,10.0,12.0,10.0,16.0,10.0
64deece7-ad0c-26fd-2333-561fe27b60e9,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
0d0394c9-797a-b74a-4181-456d807a14a4,1,1,2,0.15,19.0,14.0,11.0,13.0,17.0,11.0
b9af0af3-d812-c844-3ce8-8da3d833a43f,3,3,5,0.385875,18.0,13.0,12.0,6.0,16.0,6.0
140108ce-1dd2-eaef-c016-cfae333ee482,1,1,2,0.15,17.0,12.0,11.0,11.0,15.0,11.0
72a548d4-88ca-4ecf-bad1-92b0f0478268,8,8,5,0.7275094749609375,18.0,13.0,13.0,13.0,17.0,13.0
418b178f-4405-ccb5-fe0a-b9ab614520e3,15,15,5,0.9126457808987484,17.0,12.0,10.0,10.0,16.0,10.0
39bd75f6-84ee-1044-77db-d781e1362348,33,33,5,0.9960166957992724,15.0,10.0,9.0,10.0,13.0,9.0
1403bba4-a5a7-1404-2dac-5b4f7205a28e,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
13c61a19-a25d-8a40-b8d6-bdff65098ef3,1,1,2,0.15,26.0,20.0,20.0,19.0,24.0,19.0
5b7d4acb-ea3c-349c-973c-e5df667f8c38,8,8,5,0.8092566324726562,20.0,16.0,15.0,14.0,18.0,14.0
6eb297c9-b3d1-6ddc-4bd9-a754dd3369a4,6,6,5,0.622850484375,19.0,12.0,12.0,11.0,15.0,11.0
6603c341-b88c-4ce5-a2a8-d1b2ad58a1c8,1,1,2,0.15,29.0,23.0,23.0,24.0,26.0,23.0
67ba63aa-71a2-4761-b157-ce9226db398c,7,7,5,0.7275094749609375,17.0,12.0,12.0,11.0,16.0,11.0
d2137dbc-686f-4e8c-974e-da3095d24380,2,2,4,0.2775,27.0,21.0,19.0,20.0,25.0,19.0
86c5db9c-1bf4-971b-7cf4-1382d1518a71,3,3,5,0.385875,14.0,13.0,10.0,11.0,16.0,10.0
7f9af37d-76fa-4f1f-8dc2-8c70b9186fdf,2,2,4,0.2775,20.0,17.0,16.0,15.0,21.0,15.0
4178ebb7-37f6-a9f6-8925-1046e1088fc6,2,2,4,0.2775,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
61e856de-7f51-71b0-4446-5d9f0787dd18,7,7,5,0.67942291171875,18.0,11.0,10.0,12.0,17.0,10.0
95d68161-1cca-278f-d575-853e181a1a84,4,4,5,0.47799375,17.0,14.0,12.0,12.0,18.0,12.0
dcf2f0f9-8c8e-46c5-9c97-28f388da61b8,1,1,2,0.15,30.0,27.0,27.0,26.0,31.0,26.0
97b3a6aa-860f-6fb6-b0ed-44e59663f573,3,3,5,0.385875,20.0,15.0,15.0,15.0,20.0,15.0
e071bbdb-77e5-4b91-b080-0c65f2883c5e,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
1ffd196a-eb14-4d1b-818a-e670c0b0edec,1,1,2,0.15,29.0,23.0,23.0,21.0,28.0,21.0
3337763e-50fa-82c9-04ce-47a50c68cf7e,2,2,4,0.2775,18.0,13.0,12.0,13.0,16.0,12.0
ec2af6b8-db41-3fa6-408f-2fd7823c0d5b,15,15,5,0.9126457808987484,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
9a2cf23b-3f0a-4fcc-b105-3620d9311a7e,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
3cc96d83-77ce-4f61-8aab-71e8540f9b36,1,1,2,0.15,26.0,19.0,20.0,20.0,24.0,19.0
11b985ab-e57c-403a-9472-2921f2d7ca9d,16,16,5,0.925748913763936,31.0,26.0,25.0,25.0,30.0,25.0
02425847-bbaf-41d0-b472-252790100b15,1,1,2,0.15,26.0,20.0,20.0,21.0,23.0,20.0
87956acd-5fb1-ae95-8cd5-e766583936ac,3,3,5,0.385875,28.0,24.0,25.0,23.0,28.0,23.0
61c8ffa4-3a01-4f96-9446-f502b91fa0d3,16,16,5,0.925748913763936,18.0,13.0,14.0,14.0,16.0,13.0
2158a175-b2f5-b0c3-7e83-52580ad09dff,4,4,5,0.47799375,21.0,14.0,12.0,14.0,18.0,12.0
044a1684-b8ff-b572-a85a-e960ff6cca9f,47,47,5,0.9995183966395884,19.0,15.0,14.0,13.0,19.0,13.0
668bb8b7-88b7-d75c-d017-3af9e968bc0e,8,8,5,0.8092566324726562,18.0,13.0,12.0,12.0,15.0,12.0
e334533e-2bec-96ee-ff25-3f8d0413c688,1,1,2,0.15,25.0,20.0,16.0,20.0,24.0,16.0
42f4e122-a0b3-6238-871b-6c70e6cd8f0d,4,4,4,0.47799375,24.0,20.0,19.0,16.0,22.0,16.0
