uuid,in_deg_1,out_deg_1,kc_3,w_pr_1,w_spath_top_3_0,w_spath_top_3_1,w_spath_top_3_2,w_spath_top_3_3,w_spath_top_3_4,w_spath_top_min_3
6ee0f96e-8b9f-4abf-b3d3-b142d2be902e,11,11,5,0.9330627025241544,33.0,27.0,27.0,25.0,30.0,25.0
45ad1a0d-2395-37e6-dc3c-dab7cb79bd6c,23,23,5,0.9761968029727226,19.0,11.0,12.0,11.0,16.0,11.0
21d1a828-dc91-36fa-1bab-edbef7ba3474,12,12,5,0.857758242863828,13.0,9.0,8.0,9.0,13.0,8.0
c9510059-9fef-31d8-64cb-ed8b4fdcce99,14,14,5,0.928061231328381,18.0,13.0,11.0,11.0,14.0,11.0
2a941823-8a98-f310-47a0-317de11149d9,1,1,2,0.15,20.0,15.0,11.0,14.0,17.0,11.0
847cabea-8919-7593-5dff-076bf748beba,1,1,2,0.15,18.0,13.0,14.0,13.0,18.0,13.0
bda4077e-42ef-6e06-aeea-129cfe56d21a,2,2,4,0.2775,17.0,13.0,8.0,12.0,16.0,8.0
1f623c78-aab1-9179-02b0-3fb73009373e,4,4,5,0.47799375,19.0,16.0,14.0,15.0,18.0,14.0
85010b02-656f-da74-3c16-d31cfe0e39cf,1,1,2,0.15,20.0,14.0,15.0,15.0,18.0,14.0
5330061d-6bfb-469d-b25d-ae117518db8c,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
cef320e5-e192-a148-0874-dfab596f457f,17,17,5,0.9368865766993456,16.0,12.0,10.0,10.0,10.0,10.0
91526e7e-0b9d-7608-7d59-926592010c81,1,1,2,0.15,28.0,23.0,21.0,21.0,26.0,21.0
d5cc412c-717b-81c7-e380-39ae25c34742,1,1,2,0.15,20.0,14.0,12.0,13.0,17.0,12.0
97178482-3e54-732b-cdcf-fe0db92d7a54,6,6,5,0.79256776640625,20.0,12.0,14.0,14.0,17.0,12.0
fb29a7be-2f39-cfba-bb5e-8b25ae530b6e,1,1,2,0.15,19.0,13.0,14.0,11.0,16.0,11.0
179c3bad-37a2-4f7b-9c88-4dab380debf4,1,1,2,0.15,28.0,24.0,22.0,24.0,20.0,20.0
73b08914-4954-e990-a884-9ad3d5f60349,1,1,2,0.15,19.0,14.0,13.0,14.0,16.0,13.0
c2642b06-f3ba-c60d-a5d3-3a992d6bcf4b,14,14,5,0.8972303304691157,17.0,11.0,11.0,10.0,14.0,10.0
4faf0f23-ded3-06d7-88d2-84963000e568,6,6,5,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
