uuid,in_deg_1,out_deg_1,kc_3,w_pr_1,w_spath_top_3_0,w_spath_top_3_1,w_spath_top_3_2,w_spath_top_3_3,w_spath_top_3_4,w_spath_top_min_3
21d1a828-dc91-36fa-1bab-edbef7ba3474,12,12,5,0.857758242863828,13.0,9.0,8.0,9.0,13.0,8.0
96f20874-45f6-7b5b-8315-b0e106078e48,1,1,2,0.15,18.0,13.0,13.0,15.0,18.0,13.0
4141f129-d55d-5ad1-6e06-1179d1aeb54d,10,10,5,0.8031255956592774,16.0,8.0,8.0,10.0,14.0,8.0
a1c3b630-86e3-85b0-16f0-d48b90bde147,1,1,2,0.15,21.0,14.0,14.0,13.0,19.0,13.0
7d189c0e-9c88-4ab0-9f96-ee2382667082,1,1,2,0.15,20.0,15.0,15.0,15.0,20.0,15.0
89a2a1fb-c2a1-4656-af30-e27c0114e9cf,2,2,4,0.2775,25.0,19.0,19.0,17.0,23.0,17.0
e635c462-1bb7-7777-ca48-e6ace04e8342,7,7,5,0.67942291171875,17.0,13.0,12.0,12.0,17.0,12.0
5330061d-6bfb-469d-b25d-ae117518db8c,3,3,5,0.385875,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
cef320e5-e192-a148-0874-dfab596f457f,17,17,5,0.9368865766993456,16.0,12.0,10.0,10.0,10.0,10.0
50bfb4c6-f382-f244-da27-db886875f777,1,1,2,0.15,17.0,12.0,13.0,13.0,16.0,12.0
fb29a7be-2f39-cfba-bb5e-8b25ae530b6e,1,1,2,0.15,19.0,13.0,14.0,11.0,16.0,11.0
4faf0f23-ded3-06d7-88d2-84963000e568,6,6,5,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
6d210fb2-0ad2-8938-421f-8dfda1d3314c,18,18,5,0.946353590194444,20.0,15.0,12.0,14.0,18.0,12.0
1ee2dc3e-e9b9-4d07-8093-10384a4818c5,7,7,4,0.8717691646875001,33.0,28.0,26.0,26.0,27.0,26.0
59991839-4c0f-41b2-8dc3-9a310c096730,3,3,5,0.385875,26.0,21.0,19.0,20.0,24.0,19.0
61a8778c-d89e-e45a-b2ef-345571ebac7f,5,5,5,0.5562946875,20.0,18.0,17.0,15.0,20.0,15.0
0603064e-9866-4ec8-b56e-44043b1ef15e,6,6,5,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
df319de6-65b4-868f-912f-9749932215e6,3,3,4,0.385875,25.0,18.0,19.0,19.0,20.0,18.0
6ade0afd-5aee-fbc6-70c9-72711ae4f2d0,2,2,4,0.2775,24.0,21.0,21.0,21.0,23.0,21.0
